timestamp,ax,ay,az,gx,gy,gz,roll_k,pitch_k,delay_ms,classe_prevista,tempo_s,Fase
1774300189151,0.0258662,0.986881,-0.118901,-0.00472502,0.00919106,-0.00369328,0,0,3.89359,5,0.378,0
1774300189164,0.0259034,0.987891,-0.11862,-0.00460245,0.00932593,-0.00366876,0,0,3.27653,5,0.391,0
1774300189178,0.0260832,0.98855,-0.118489,-0.0043205100000000005,0.00920296,-0.00385405,0,0,3.26762,5,0.405,0
1774300189191,0.0256553,0.98936,-0.118377,-0.00381395,0.00906098,-0.0042207600000000005,0,0,3.28934,5,0.418,0
1774300189205,0.0255715,0.989817,-0.118142,-0.0032279400000000003,0.0088207,-0.0047877300000000005,0,0,3.27443,5,0.432,0
1774300189218,0.0255628,0.990083,-0.118026,-0.00267446,0.00848871,-0.0053456400000000005,0,0,3.28425,5,0.445,0
1774300189231,0.0257291,0.990486,-0.117789,-0.00208899,0.008150810000000001,-0.00586431,0,0,3.27388,5,0.458,0
1774300189245,0.0259901,0.990959,-0.117656,-0.0015440400000000002,0.007930930000000001,-0.00640401,0,0,3.85926,5,0.472,0
1774300189259,0.0258932,0.991865,-0.11815,-0.000825456,0.00781253,-0.00691956,0,0,3.26782,5,0.486,0
1774300189272,0.0258583,0.992279,-0.118174,-0.000277641,0.00760034,-0.00726785,0,0,3.2688,5,0.499,0
1774300189286,0.0257913,0.992671,-0.1184,0.00022415500000000002,0.007615380000000001,-0.007485800000000001,0,0,3.28068,5,0.513,0
1774300189299,0.0262013,0.992863,-0.118434,0.000455871,0.00753782,-0.007546659999999999,0,0,3.27412,5,0.526,0
1774300189312,0.0263773,0.992922,-0.118725,0.0006520769999999999,0.0074605,-0.00766055,0,0,3.27925,5,0.539,0
1774300189326,0.0263097,0.993458,-0.118856,0.000880222,0.0076660700000000005,-0.007737300000000001,0,0,3.27194,5,0.553,0
1774300189339,0.0263235,0.993579,-0.118724,0.00101685,0.00767725,-0.00766628,0,0,3.28142,5,0.566,0
1774300189352,0.0262811,0.993648,-0.11851,0.0010284699999999999,0.007839500000000001,-0.007707770000000001,0,0,3.28927,5,0.579,0
1774300189366,0.0264951,0.993693,-0.118704,0.00111734,0.007780200000000001,-0.00776851,0,0,3.27149,5,0.593,0
1774300189379,0.026357,0.994099,-0.118944,0.00112755,0.00788865,-0.007977070000000001,0,0,3.2821,5,0.606,0
1774300189394,0.0264894,0.994189,-0.119294,0.00119765,0.0077532700000000005,-0.00796195,0,0,5.01764,5,0.621,0
1774300189408,0.0267032,0.994066,-0.119298,0.000940073,0.00777671,-0.00794339,0,0,3.30456,5,0.635,0
1774300189421,0.0265897,0.994485,-0.119247,0.000731753,0.00785055,-0.00799488,0,0,3.26823,5,0.648,0
1774300189435,0.0266016,0.994655,-0.119385,0.000543965,0.00770474,-0.00799603,0,0,3.27901,5,0.662,0
1774300189448,0.0266456,0.994981,-0.119308,0.00035828400000000005,0.00771365,-0.00794975,0,0,3.29571,5,0.675,0
1774300189462,0.0266115,0.99539,-0.119377,0.000252029,0.00776507,-0.00797926,0,0,3.9564,5,0.689,0
1774300189475,0.0265463,0.995508,-0.11979,0.00019482400000000002,0.0077576599999999996,-0.007865170000000001,0,0,3.26951,5,0.702,0
1774300189489,0.0264733,0.995686,-0.120065,0.00011937400000000001,0.00786674,-0.00784783,0,0,3.26625,5,0.716,0
1774300189502,0.026187,0.995834,-0.120002,9.54678e-05,0.007845020000000001,-0.00777562,0,0,3.27903,5,0.729,0
1774300189515,0.0263139,0.996181,-0.119791,4.28497e-05,0.0079448,-0.0078793,0,0,3.27105,5,0.742,0
1774300189529,0.0261542,0.99662,-0.119632,0.000104845,0.00795306,-0.00786978,0,0,3.27831,5,0.756,0
1774300189542,0.0260773,0.996953,-0.119632,5.6025399999999994e-05,0.008038110000000001,-0.00766763,0,0,3.28253,5,0.769,0
1774300189556,0.0261548,0.997174,-0.11947,8.72059e-05,0.00807545,-0.0076270899999999996,0,0,3.32064,5,0.783,0
1774300189569,0.0259379,0.997104,-0.119413,7.80145e-05,0.00820935,-0.007550240000000001,0,0,3.27945,5,0.796,0
1774300189583,0.0260537,0.997157,-0.119347,-0.000115099,0.00840862,-0.0073018499999999995,0,0,3.29299,5,0.81,0
1774300189596,0.0260353,0.997433,-0.119521,-0.000310192,0.008570930000000001,-0.00711464,0,0,3.28877,5,0.823,0
1774300189610,0.0264154,0.997492,-0.119601,-0.000472855,0.00874553,-0.006736450000000001,0,0,3.28029,5,0.837,0
1774300189623,0.0261447,0.99757,-0.119645,-0.0006692299999999999,0.00900891,-0.00638384,0,0,3.28492,5,0.85,0
1774300189636,0.0267022,0.997226,-0.120149,-0.00110317,0.009223160000000001,-0.00568673,0,0,3.28056,5,0.863,0
1774300189650,0.0268699,0.997176,-0.120126,-0.00147412,0.00950251,-0.00508884,0,0,3.33671,5,0.877,0
1774300189663,0.0266225,0.997354,-0.120018,-0.00199563,0.00976615,-0.0045331600000000005,0,0,3.28971,5,0.89,0
1774300189678,0.0262252,0.997567,-0.120119,-0.0024706700000000003,0.010336300000000001,-0.0041458400000000005,0,0,4.26555,5,0.905,0
1774300189691,0.0259742,0.997888,-0.11998,-0.0029575800000000005,0.010660300000000001,-0.00372031,0,0,3.27453,5,0.918,0
1774300189704,0.0257128,0.998088,-0.12019,-0.00364848,0.0110774,-0.003293,0,0,3.2749,5,0.931,0
1774300189718,0.0257093,0.997915,-0.12009,-0.00427913,0.0115696,-0.00285541,0,0,3.28436,5,0.945,0
1774300189731,0.0255561,0.997942,-0.119866,-0.00468158,0.0119613,-0.00265233,0,0,3.27527,5,0.958,0
1774300189744,0.025506,0.99785,-0.119792,-0.005091409999999999,0.012416700000000001,-0.0023792600000000002,0,0,3.29223,5,0.971,0
1774300189758,0.0240558,0.998169,-0.119656,-0.00549964,0.013292,-0.0022843,0,0,3.29153,5,0.985,0
1774300189772,0.0235578,0.998399,-0.119173,-0.00579072,0.0135142,-0.00213471,0,0,4.05306,5,0.999,0
1774300189785,0.0240448,0.998983,-0.119204,-0.0057956,0.0133941,-0.0020235,0,0,3.26645,5,1.012,0
1774300189799,0.0238684,0.999445,-0.118688,-0.0060443499999999995,0.013507700000000001,-0.0019142500000000002,0,0,3.26479,5,1.026,0
1774300189812,0.0239458,0.99964,-0.118675,-0.00622346,0.013752100000000001,-0.0016098299999999998,0,0,3.27592,5,1.039,0
1774300189825,0.0239984,0.999624,-0.118428,-0.00631114,0.013982699999999999,-0.0015237999999999999,0,0,3.26503,5,1.052,0
1774300189839,0.0241235,0.999523,-0.118214,-0.0062954,0.0141747,-0.0014254600000000001,0,0,3.2739,5,1.066,0
1774300189852,0.0240828,0.9998,-0.11788,-0.006143490000000001,0.014214599999999999,-0.00146112,0,0,3.31577,5,1.079,0
1774300189866,0.0239476,0.999948,-0.117326,-0.00573888,0.0143892,-0.00155473,0,0,3.29743,5,1.093,0
1774300189879,0.0242139,1.00001,-0.117159,-0.005288460000000001,0.014121600000000002,-0.0017415900000000001,0,0,3.27688,5,1.106,0
1774300189893,0.0240623,0.999736,-0.117011,-0.0048419000000000005,0.014155899999999999,-0.00196506,0,0,3.29092,5,1.12,0
1774300189906,0.0241525,0.999651,-0.116848,-0.00448034,0.013956999999999999,-0.00214174,0,0,3.28547,5,1.133,0
