timestamp,ax,ay,az,gx,gy,gz,delay_ms,classe_prevista,tempo_s,Fase,Classe_Prevista
1774299714359,0.104236,-0.986477,0.157205,-0.11227600000000001,-0.025727000000000003,0.00305842,3.29823,3,66.802,Heel-off,3.0
1774299714373,0.104909,-0.985937,0.157569,-0.11862700000000001,-0.025880999999999998,0.00340069,3.29217,3,66.816,Heel-off,3.0
1774299714386,0.105137,-0.985495,0.157768,-0.125769,-0.0258809,0.00555211,3.2898,1,66.829,Heel-off,3.0
1774299714400,0.106016,-0.986802,0.157253,-0.132257,-0.0250072,0.00781408,3.29114,1,66.843,Heel-off,3.0
1774299714413,0.106761,-0.986204,0.154134,-0.140913,-0.0237757,0.00926407,3.28301,1,66.856,Heel-off,3.0
1774299714427,0.108455,-0.982804,0.152657,-0.144865,-0.0230544,0.0124996,3.33195,1,66.87,Heel-off,3.0
1774299714440,0.10888,-0.980257,0.151288,-0.150287,-0.0228403,0.0172407,3.27991,1,66.883,Heel-off,3.0
1774299714453,0.110418,-0.979615,0.14891,-0.153851,-0.0231648,0.0224524,3.31495,1,66.896,Heel-off,3.0
1774299714467,0.110169,-0.978552,0.147245,-0.15671300000000002,-0.0234369,0.0268322,3.28982,1,66.91,Heel-off,3.0
1774299714480,0.109505,-0.979341,0.143881,-0.159214,-0.0230129,0.030452499999999997,3.28173,1,66.923,Heel-off,3.0
1774299714493,0.108965,-0.979048,0.141475,-0.16005500000000003,-0.0228781,0.0344949,3.29125,1,66.936,Heel-off,3.0
1774299714507,0.108193,-0.979655,0.139559,-0.160917,-0.0240954,0.0373857,3.29847,1,66.95,Heel-off,3.0
1774299714520,0.106355,-0.979061,0.137673,-0.162184,-0.0254757,0.0389153,3.32536,1,66.963,Heel-off,3.0
1774299714534,0.104127,-0.978322,0.135698,-0.16243,-0.0273223,0.038903400000000005,3.30903,1,66.977,Heel-off,3.0
1774299714547,0.103161,-0.98227,0.129881,-0.16446000000000002,-0.030388500000000002,0.035710700000000005,3.32436,1,66.99,Heel-off,3.0
1774299714561,0.103475,-0.984903,0.126315,-0.162835,-0.0342974,0.033073899999999996,3.2911,1,67.004,Heel-off,3.0
1774299714574,0.102634,-0.986054,0.124315,-0.165532,-0.0391004,0.030285199999999998,3.28597,1,67.017,Heel-off,3.0
1774299714587,0.103217,-0.988757,0.123939,-0.16713999999999998,-0.043574,0.0280041,3.29058,1,67.03,Heel-off,3.0
1774299714601,0.10623,-0.994555,0.122491,-0.171039,-0.0466578,0.0257482,3.28775,1,67.044,Heel-off,3.0
1774299714614,0.110211,-0.99885,0.121906,-0.17642700000000003,-0.050108,0.0258839,3.30177,1,67.057,Heel-off,3.0
1774299714628,0.113634,-1.00446,0.122426,-0.18258400000000002,-0.056058000000000004,0.0286326,3.30601,1,67.071,Heel-off,3.0
1774299714641,0.116523,-1.0117,0.123905,-0.191418,-0.0653438,0.031012900000000003,3.32142,1,67.084,Toe-off,4.0
1774299714654,0.118036,-1.0182,0.125117,-0.20475300000000002,-0.0785362,0.029466000000000003,3.28443,1,67.097,Toe-off,4.0
1774299714668,0.116814,-1.02539,0.124001,-0.221417,-0.0920891,0.0243277,3.28593,1,67.111,Toe-off,4.0
1774299714681,0.114727,-1.03519,0.121899,-0.240927,-0.10343400000000001,0.0147591,3.29036,1,67.124,Toe-off,4.0
1774299714695,0.109442,-1.03864,0.123049,-0.266181,-0.10969,0.0026570700000000005,3.28117,3,67.138,Toe-off,4.0
1774299714708,0.109173,-1.04518,0.118842,-0.292446,-0.11473900000000001,-0.00901875,3.29716,3,67.151,Toe-off,4.0
1774299714721,0.107505,-1.05033,0.116186,-0.317109,-0.119089,-0.017059500000000002,3.28891,3,67.164,Toe-off,4.0
1774299714735,0.104651,-1.05649,0.115183,-0.34167000000000003,-0.120463,-0.021985800000000003,3.31623,3,67.178,Toe-off,4.0
1774299714748,0.0995723,-1.06417,0.113723,-0.37015300000000007,-0.118159,-0.0287982,3.28415,3,67.191,Toe-off,4.0
1774299714762,0.0943636,-1.07016,0.112273,-0.40259700000000004,-0.113552,-0.0388081,3.3073,3,67.205,Toe-off,4.0
1774299714775,0.0932691,-1.07856,0.109925,-0.431581,-0.110043,-0.0490958,3.29156,3,67.218,Toe-off,4.0
1774299714788,0.0911654,-1.08682,0.106047,-0.46120399999999995,-0.10608000000000001,-0.056567,3.2826,3,67.231,Toe-off,4.0
1774299714802,0.0893246,-1.09402,0.10489,-0.49153300000000005,-0.0989908,-0.0603135,3.28473,3,67.245,Toe-off,4.0
1774299714815,0.0905111,-1.09864,0.104275,-0.52658,-0.09348100000000001,-0.0686969,3.28693,3,67.258,Toe-off,4.0
1774299714829,0.0945177,-1.10306,0.104284,-0.563403,-0.09174,-0.0796674,3.67009,3,67.272,Toe-off,4.0
1774299714842,0.102086,-1.10336,0.105681,-0.59939,-0.0958943,-0.0879543,3.31154,3,67.285,Toe-off,4.0
1774299714857,0.111149,-1.10457,0.101455,-0.637862,-0.106649,-0.0892937,4.22789,3,67.3,Toe-off,4.0
1774299714870,0.117392,-1.09799,0.0965693,-0.670019,-0.12089000000000001,-0.07932660000000001,3.26671,3,67.313,Toe-off,4.0
1774299714883,0.126032,-1.08403,0.0926343,-0.686636,-0.133695,-0.0628363,3.2786,3,67.326,Swing,5.0
1774299714897,0.132478,-1.06484,0.0920745,-0.685758,-0.143987,-0.0481061,3.28399,3,67.34,Swing,5.0
1774299714910,0.144397,-1.03862,0.105259,-0.661954,-0.158171,-0.032956,3.26999,3,67.353,Swing,5.0
1774299714923,0.151792,-1.02247,0.11728,-0.632822,-0.186162,-0.00487674,3.2973,3,67.366,Swing,5.0
1774299714937,0.151624,-1.00123,0.128817,-0.600507,-0.219142,0.0409387,3.29545,3,67.38,Swing,5.0
1774299714951,0.150011,-0.978564,0.140064,-0.558422,-0.25667300000000004,0.08892860000000001,4.19409,3,67.394,Swing,5.0
1774299714965,0.143675,-0.957496,0.150413,-0.509119,-0.29096900000000003,0.129461,3.32212,3,67.408,Swing,5.0
1774299714978,0.13942,-0.941877,0.160982,-0.453457,-0.320657,0.16375,3.29504,3,67.421,Swing,5.0
1774299714991,0.135458,-0.930293,0.169808,-0.396297,-0.347176,0.194142,3.33151,3,67.434,Swing,5.0
1774299715005,0.127516,-0.918693,0.176988,-0.34041200000000005,-0.36586199999999997,0.220051,3.28193,3,67.448,Swing,5.0
1774299715018,0.119655,-0.906073,0.18316,-0.28088,-0.37418300000000004,0.234259,3.29343,3,67.461,Swing,5.0
1774299715032,0.114775,-0.896675,0.190556,-0.218761,-0.374359,0.234594,3.30858,3,67.475,Swing,5.0
1774299715045,0.110994,-0.889502,0.196423,-0.156568,-0.36678400000000005,0.226612,3.30129,3,67.488,Swing,5.0
1774299715059,0.10915,-0.88291,0.200645,-0.0920998,-0.35446599999999995,0.214727,3.26241,4,67.502,Swing,5.0
1774299715073,0.106694,-0.878731,0.204298,-0.0274415,-0.338098,0.19890999999999998,4.09406,4,67.516,Swing,5.0
1774299715086,0.104452,-0.875013,0.20682,0.0372382,-0.31707,0.17629899999999998,3.26428,4,67.529,Swing,5.0
1774299715100,0.0995954,-0.873411,0.208976,0.103903,-0.291697,0.149822,3.27212,4,67.543,Swing,5.0
1774299715113,0.0947807,-0.875477,0.21062,0.170875,-0.262554,0.123302,3.2806,4,67.556,Swing,5.0
