timestamp,ax,ay,az,gx,gy,gz,roll_k,pitch_k,delay_ms,classe_prevista
1774389180948,0.0374474,0.656631,-0.189516,3.3713,-24.5506,21.0736,0,0,3.28544,-1
1774389180961,0.0435744,0.787795,-0.2255,1.83187,-14.4645,10.9791,0,0,3.27889,-1
1774389180975,0.0460644,0.845853,-0.2427,1.26582,-10.36,7.80318,0,0,3.42922,-1
1774389180989,0.0482175,0.87632,-0.252934,0.91337,-8.20711,6.10375,0,0,3.28439,-1
1774389181003,0.049952,0.89671,-0.258114,0.715021,-6.85171,5.06143,0,0,3.63421,-1
1774389181016,0.0514641,0.910683,-0.261828,0.586419,-5.85892,4.34614,0,0,3.24368,-1
1774389181030,0.0523427,0.921508,-0.264294,0.500129,-5.14676,3.8148,0,0,3.2682,-1
1774389181043,0.0510768,0.929794,-0.266726,0.421475,-4.61513,3.39696,0,0,3.24539,-1
1774389181056,0.051557,0.935586,-0.268143,0.376988,-4.19289,3.07358,0,0,3.27065,-1
1774389181070,0.0519972,0.941213,-0.269593,0.322937,-3.86292,2.80763,0,0,3.33183,3
1774389181084,0.0525685,0.946049,-0.271094,0.293205,-3.61023,2.57328,0,0,3.91065,1
1774389181097,0.0528384,0.949667,-0.272299,0.282985,-3.36559,2.38455,0,0,3.29609,1
1774389181111,0.05255,0.95255,-0.273272,0.260821,-3.16996,2.22547,0,0,3.28991,1
1774389181124,0.0528855,0.955353,-0.27404,0.243501,-2.99384,2.09889,0,0,3.32322,1
1774389181138,0.0527307,0.958332,-0.275253,0.236852,-2.84122,1.97875,0,0,3.29439,1
1774389181151,0.0525251,0.960178,-0.27588,0.228624,-2.70735,1.86189,0,0,3.30474,1
1774389181164,0.0525721,0.962072,-0.276341,0.228085,-2.57269,1.76391,0,0,3.30966,1
1774389181178,0.0529945,0.963756,-0.276643,0.238042,-2.45234,1.67761,0,0,3.57065,1
1774389181192,0.0532843,0.96537,-0.276901,0.230994,-2.35811,1.59861,0,0,3.30387,1
1774389181207,0.0533992,0.966718,-0.276928,0.236598,-2.25849,1.53003,0,0,3.33589,1
1774389181221,0.0535041,0.967487,-0.277169,0.235069,-2.17686,1.46547,0,0,3.28592,5
1774389181234,0.0533755,0.968177,-0.277558,0.240181,-2.08862,1.4219,0,0,3.30724,1
1774389181247,0.0535316,0.968964,-0.278219,0.234536,-2.01544,1.36711,0,0,3.28666,5
1774389181261,0.053622,0.969744,-0.278788,0.23079,-1.94851,1.31712,0,0,3.82878,5
1774389181275,0.0535346,0.970902,-0.279066,0.216805,-1.88093,1.27859,0,0,3.31661,5
1774389181288,0.0534793,0.971939,-0.279065,0.214252,-1.82875,1.2481,0,0,3.29631,5
