timestamp,ax,ay,az,gx,gy,gz,delay_ms,classe_prevista
1777240181136,-0.00438341,0.999384,-0.191094,-0.00298132,-0.00724562,0.0301206,3.34923,0
1777240181149,-0.00344406,0.99942,-0.190713,-0.00324827,-0.007531,0.0293743,3.44401,0
1777240181163,-0.00270509,0.998972,-0.190952,-0.00359169,-0.0079183,0.0285815,3.47408,0
1777240181176,-0.00297239,0.998565,-0.19112,-0.00411713,-0.00842749,0.0278773,3.35583,0
1777240181190,-0.00239265,0.998929,-0.190461,-0.00479098,-0.00881754,0.0268727,3.46551,0
1777240181203,-0.00224105,1.00034,-0.190206,-0.00539772,-0.00914887,0.0260123,3.38821,0
1777240181217,-0.00173455,1.00089,-0.190177,-0.00610372,-0.0093465,0.0251247,3.54531,0
1777240181231,-0.000881168,1.0013,-0.190233,-0.00684188,-0.00956292,0.023967,3.42484,0
1777240181244,-0.000287362,1.00154,-0.189994,-0.00766705,-0.00958351,0.0226294,3.69205,0
1777240181258,-9.01663e-05,1.00152,-0.189991,-0.00856107,-0.00975946,0.0211618,3.37199,0
1777240181271,0.000400969,1.00201,-0.189766,-0.00930285,-0.0100944,0.0195631,3.46358,0
1777240181285,-3.77495e-05,1.00184,-0.189873,-0.0101054,-0.0105313,0.0183957,3.45821,5
1777240181299,-3.56086e-05,1.00218,-0.189835,-0.0107618,-0.0108691,0.0172745,3.45038,5
1777240181312,0.000395126,1.00206,-0.189592,-0.0110949,-0.011235,0.0160322,3.44536,5
1777240181326,0.000718137,1.0019,-0.189004,-0.0112316,-0.0114675,0.0146671,3.49418,5
1777240181339,0.00100878,1.00179,-0.188726,-0.0112526,-0.0117039,0.0131044,3.50327,5
1777240181353,0.00143445,1.00195,-0.187898,-0.0110266,-0.0117327,0.0111957,3.35499,5
1777240181367,0.00136726,1.00227,-0.187807,-0.010624,-0.0116263,0.00918944,3.61771,5
1777240181380,0.00105605,1.0026,-0.187404,-0.0100463,-0.0113623,0.00742683,3.43599,5
