timestamp,ax,ay,az,gx,gy,gz,roll,pitch,delay_ms,classe_prevista
1777253768784,0.0631155,0.775607,-0.125667,-0.0155644,-0.00740041,-0.00205567,0,0,3.28581,-1
1777253768798,0.065827,0.877358,-0.141978,-0.017997,-0.0078348,0.00130275,0,0,3.33427,-1
1777253768812,0.0714429,0.915383,-0.148569,-0.0190742,-0.00840241,0.00232626,0,0,3.97699,-1
1777253768825,0.0744575,0.936773,-0.153086,-0.0188965,-0.00888707,0.0026777,0,0,3.27112,-1
1777253768839,0.076343,0.951329,-0.153413,-0.0180489,-0.00921968,0.00194002,0,0,3.2727,-1
1777253768852,0.0787186,0.961118,-0.153158,-0.0162897,-0.00917236,0.00110811,0,0,3.27573,-1
1777253768866,0.0799289,0.968795,-0.153811,-0.0144243,-0.00922537,-3.60902e-05,0,0,3.2702,-1
1777253768879,0.0802605,0.97357,-0.154686,-0.012598,-0.00951987,-0.000871568,0,0,3.28201,-1
1777253768892,0.0806077,0.977119,-0.155519,-0.0108435,-0.00961989,-0.00149691,0,0,3.2749,-1
1777253768906,0.0804991,0.980549,-0.156821,-0.00919022,-0.00973371,-0.00193976,0,0,3.25894,-1
1777253768919,0.0811106,0.982307,-0.157103,-0.00805258,-0.00991139,-0.00204255,0,0,3.25899,-1
1777253768933,0.0811734,0.984314,-0.157568,-0.00716965,-0.00994799,-0.0023918,0,0,3.25357,-1
1777253768946,0.0816989,0.985863,-0.158846,-0.00657371,-0.0101201,-0.0028453,0,0,3.25777,-1
1777253768959,0.081747,0.987125,-0.159485,-0.0062287,-0.0102631,-0.00362135,0,0,3.24273,-1
1777253768973,0.0817697,0.988212,-0.160105,-0.00600546,-0.0104922,-0.00447267,0,0,3.26718,-1
1777253768986,0.0815272,0.989249,-0.160446,-0.00608952,-0.0107418,-0.00536672,0,0,3.25118,-1
1777253768999,0.0819633,0.990192,-0.161258,-0.00627213,-0.011038,-0.00594863,0,0,3.27931,-1
1777253769013,0.0811422,0.991267,-0.161355,-0.00629869,-0.0114084,-0.00619079,0,0,3.25079,-1
1777253769026,0.0804351,0.992341,-0.161715,-0.0063708,-0.0115931,-0.00611541,0,0,3.25162,-1
1777253769040,0.0802438,0.992831,-0.161676,-0.00640494,-0.011886,-0.00591654,0,0,3.24614,-1
1777253769053,0.0798897,0.993653,-0.16195,-0.00635436,-0.0121071,-0.00550034,0,0,3.24279,-1
1777253769066,0.0797579,0.994422,-0.161271,-0.00625798,-0.0124897,-0.00491401,0,0,3.25227,-1
1777253769080,0.0791329,0.995491,-0.161058,-0.00604142,-0.0128314,-0.00402093,0,0,3.25614,-1
1777253769093,0.078526,0.996056,-0.161295,-0.00581766,-0.0130637,-0.00304292,0,0,3.28445,-1
1777253769106,0.0785468,0.997038,-0.161086,-0.00541,-0.013154,-0.00247427,0,0,3.25321,-1
1777253769120,0.0784451,0.99766,-0.160877,-0.00517901,-0.0132281,-0.00208947,0,0,3.25827,-1
