timestamp,ax,ay,az,gx,gy,gz,roll,pitch_k,acc_norm,gyro_norm,classe_prevista_raw,classe_prevista,delay_ms,tempo_s,Fase
1778532773107,0.0221428,0.670145,-0.130252,0.000539063,-0.00534571,0.00291993,91.8257,-1.689,1.02423,0.0103912,0,0,3.315,0.0,0
1778532773120,0.025,0.804,-0.156,0.001,-0.007,0.005,96.175,-1.66,1.022,0.013,0,0,3.286,0.013,0
1778532773134,0.028,0.86,-0.167,0.001,-0.007,0.005,97.761,-1.76,1.019,0.01,0,0,3.286,0.027,0
1778532773149,0.03,0.892,-0.173,0.001,-0.008,0.005,98.609,-1.831,1.021,0.01,0,0,5.237,0.042,0
1778532773163,0.032,0.911,-0.175,0.001,-0.007,0.005,99.0,-1.926,1.015,0.007,0,0,3.306,0.056,0
1778532773176,0.03,0.924,-0.178,0.0,-0.008,0.005,99.364,-1.801,1.015,0.011,0,0,3.262,0.069,0
1778532773189,0.032,0.935,-0.18,0.0,-0.008,0.005,99.605,-1.882,1.023,0.01,0,0,3.272,0.082,0
1778532773205,0.033,0.943,-0.182,0.0,-0.008,0.005,99.779,-1.923,1.02,0.01,0,0,3.264,0.098,0
1778532773219,0.033,0.951,-0.183,0.0,-0.008,0.005,99.9,-1.946,1.031,0.01,0,0,3.284,0.112,0
1778532773232,0.033,0.957,-0.183,0.0,-0.008,0.006,99.982,-1.902,1.024,0.012,0,0,3.263,0.125,0
1778532773245,0.033,0.961,-0.184,0.0,-0.008,0.006,100.09,-1.927,1.021,0.014,0,0,3.261,0.138,0
1778532773262,0.033,0.964,-0.185,0.0,-0.008,0.006,100.193,-1.915,1.022,0.014,0,0,7.031,0.155,0
1778532773276,0.034,0.967,-0.186,-0.0,-0.008,0.007,100.278,-1.995,1.02,0.016,0,0,3.262,0.169,0
1778532773289,0.035,0.97,-0.187,-0.0,-0.009,0.007,100.38,-2.034,1.025,0.017,0,0,3.277,0.182,0
1778532773303,0.035,0.973,-0.187,-0.0,-0.009,0.008,100.453,-2.013,1.022,0.017,0,0,3.263,0.196,0
1778532773316,0.035,0.975,-0.188,-0.0,-0.008,0.008,100.485,-2.045,1.02,0.014,0,0,3.264,0.209,0
1778532773333,0.035,0.976,-0.188,-0.001,-0.008,0.008,100.544,-2.043,1.02,0.014,0,0,6.696,0.226,0
1778532773348,0.035,0.978,-0.189,-0.001,-0.009,0.008,100.599,-2.009,1.019,0.012,0,0,4.695,0.241,0
1778532773361,0.034,0.979,-0.189,-0.0,-0.009,0.008,100.636,-1.938,1.015,0.013,0,0,3.323,0.254,0
1778532773375,0.034,0.98,-0.189,-0.001,-0.009,0.008,100.676,-1.891,1.019,0.013,0,0,3.276,0.268,0
1778532773390,0.034,0.982,-0.19,-0.001,-0.009,0.008,100.74,-1.968,1.022,0.016,0,0,5.021,0.283,0
1778532773403,0.034,0.982,-0.191,-0.001,-0.009,0.008,100.791,-1.958,1.018,0.013,0,0,3.26,0.296,0
1778532773417,0.035,0.983,-0.191,-0.001,-0.009,0.008,100.84,-1.994,1.017,0.01,0,0,3.257,0.31,0
1778532773430,0.035,0.985,-0.191,-0.001,-0.009,0.008,100.794,-2.019,1.024,0.011,0,0,3.258,0.323,0
1778532773443,0.035,0.986,-0.191,-0.001,-0.009,0.008,100.812,-2.051,1.023,0.01,0,0,3.259,0.336,0
1778532773457,0.035,0.986,-0.191,-0.001,-0.009,0.008,100.815,-2.025,1.021,0.01,0,0,3.262,0.35,0
1778532773470,0.035,0.987,-0.191,-0.001,-0.009,0.008,100.846,-2.005,1.019,0.013,0,0,3.245,0.363,0
1778532773484,0.035,0.988,-0.192,-0.001,-0.009,0.008,100.891,-1.963,1.02,0.017,0,0,3.828,0.377,0
1778532773498,0.035,0.988,-0.192,-0.001,-0.009,0.008,100.872,-1.939,1.017,0.013,0,0,3.255,0.391,0
1778532773511,0.035,0.989,-0.192,-0.001,-0.009,0.008,100.882,-2.003,1.022,0.013,2,2,4.093,0.404,0
1778532773525,0.035,0.989,-0.192,-0.001,-0.009,0.009,100.899,-2.034,1.017,0.019,2,2,3.272,0.418,0
1778532773539,0.035,0.989,-0.192,-0.002,-0.009,0.01,100.95,-1.965,1.011,0.032,2,2,3.394,0.432,0
1778532773552,0.033,0.986,-0.193,-0.004,-0.008,0.011,101.17,-1.722,0.935,0.067,2,2,3.27,0.445,0
1778532773565,0.033,0.987,-0.193,-0.005,-0.008,0.012,101.11,-1.823,1.025,0.051,2,2,3.26,0.458,0
1778532773579,0.033,0.987,-0.193,-0.006,-0.008,0.014,101.123,-1.829,1.016,0.052,2,2,3.953,0.472,0
1778532773593,0.033,0.987,-0.194,-0.007,-0.008,0.015,101.233,-1.818,1.004,0.059,2,2,3.266,0.486,0
1778532773606,0.033,0.987,-0.195,-0.009,-0.007,0.017,101.28,-1.769,1.006,0.079,2,2,3.258,0.499,0
1778532773619,0.033,0.987,-0.195,-0.012,-0.006,0.018,101.267,-1.853,1.008,0.089,2,2,3.267,0.512,0
1778532773633,0.035,0.986,-0.196,-0.015,-0.006,0.02,101.386,-2.037,0.995,0.109,2,2,3.264,0.526,0
1778532773646,0.036,0.986,-0.195,-0.019,-0.005,0.021,101.281,-2.146,1.013,0.122,2,2,3.945,0.539,0
1778532773660,0.037,0.987,-0.194,-0.023,-0.006,0.023,101.173,-2.201,1.028,0.134,2,2,3.254,0.553,0
1778532773674,0.037,0.988,-0.193,-0.027,-0.006,0.024,101.023,-2.251,1.022,0.129,2,2,3.532,0.567,0
1778532773687,0.038,0.99,-0.192,-0.03,-0.006,0.025,100.907,-2.289,1.032,0.115,2,2,3.36,0.58,0
1778532773701,0.039,0.99,-0.192,-0.033,-0.006,0.025,100.883,-2.417,1.014,0.107,2,2,3.273,0.594,0
1778532773714,0.039,0.991,-0.191,-0.036,-0.005,0.025,100.796,-2.381,1.023,0.118,2,2,3.936,0.607,0
1778532773728,0.039,0.992,-0.189,-0.038,-0.004,0.026,100.55,-2.378,1.034,0.092,2,2,3.259,0.621,0
1778532773742,0.04,0.993,-0.188,-0.039,-0.004,0.026,100.34,-2.468,1.033,0.071,2,2,3.45,0.635,0
1778532773755,0.04,0.994,-0.186,-0.039,-0.003,0.026,100.211,-2.492,1.025,0.06,2,2,3.253,0.648,0
1778532773768,0.04,0.994,-0.186,-0.04,-0.003,0.026,100.205,-2.477,1.016,0.065,2,2,3.258,0.661,0
1778532773782,0.04,0.995,-0.185,-0.042,-0.002,0.026,100.146,-2.483,1.015,0.082,2,2,3.919,0.675,0
1778532773796,0.041,0.995,-0.184,-0.043,-0.001,0.026,100.064,-2.501,1.009,0.097,2,2,3.268,0.689,0
1778532773809,0.041,0.995,-0.183,-0.045,-0.001,0.027,99.939,-2.497,1.02,0.1,2,2,3.259,0.702,0
1778532773822,0.041,0.996,-0.181,-0.047,-0.0,0.027,99.706,-2.52,1.033,0.087,2,2,3.245,0.715,0
1778532773836,0.042,0.998,-0.179,-0.047,0.0,0.027,99.531,-2.619,1.038,0.062,2,2,3.265,0.729,0
1778532773849,0.043,0.999,-0.178,-0.046,0.001,0.027,99.41,-2.628,1.035,0.035,2,2,3.884,0.742,0
1778532773863,0.043,1.0,-0.176,-0.044,0.001,0.026,99.249,-2.703,1.032,0.02,2,2,3.29,0.756,0
1778532773877,0.044,1.001,-0.174,-0.042,0.001,0.026,99.091,-2.693,1.031,0.021,2,2,3.267,0.77,0
1778532773890,0.045,1.002,-0.172,-0.039,0.002,0.025,98.888,-2.818,1.042,0.044,2,2,3.276,0.783,0
1778532773903,0.046,1.003,-0.17,-0.035,0.001,0.024,98.753,-2.895,1.042,0.071,2,2,3.256,0.796,0
1778532773917,0.047,1.006,-0.168,-0.03,0.001,0.022,98.56,-3.008,1.063,0.107,2,2,3.835,0.81,0
1778532773931,0.049,1.009,-0.166,-0.023,-0.0,0.018,98.272,-3.198,1.093,0.176,2,2,3.273,0.824,0
1778532773944,0.053,1.016,-0.161,-0.013,-0.002,0.01,97.788,-3.575,1.166,0.299,2,2,3.289,0.837,0
1778532773957,0.069,1.042,-0.155,0.002,-0.002,-0.016,97.089,-4.572,1.675,0.8,2,2,3.253,0.85,0
1778532773971,0.088,1.097,-0.137,0.042,0.001,-0.073,95.826,-5.308,2.341,1.864,2,2,3.248,0.864,0
1778532773984,0.126,1.104,-0.111,0.08,-0.004,-0.116,93.435,-8.19,1.646,1.615,4,4,3.827,0.877,0
1778532773998,0.164,1.129,-0.063,0.115,-0.017,-0.127,90.201,-9.97,2.168,1.13,4,4,3.314,0.891,0
1778532774011,0.19,1.123,0.0,0.144,-0.028,-0.133,85.005,-11.28,1.863,1.001,4,4,3.254,0.904,0
1778532774025,0.207,1.091,0.075,0.158,-0.028,-0.131,78.215,-11.959,1.842,0.513,4,4,3.277,0.918,0
1778532774038,0.233,1.059,0.153,0.152,-0.026,-0.111,71.786,-12.981,2.054,0.43,4,4,3.278,0.931,0
1778532774052,0.256,1.03,0.229,0.136,-0.023,-0.084,66.139,-13.809,2.065,0.661,1,1,3.892,0.945,0
1778532774066,0.274,1.003,0.297,0.11,-0.023,-0.052,61.083,-14.433,1.94,0.939,1,1,3.287,0.959,0
1778532774079,0.283,0.983,0.354,0.073,-0.024,-0.019,57.05,-14.566,1.75,1.218,1,1,3.254,0.972,0
1778532774092,0.285,0.975,0.397,0.029,-0.026,0.014,54.558,-14.292,1.589,1.42,1,1,3.269,0.985,0
1778532774106,0.28,0.976,0.425,-0.022,-0.028,0.046,53.555,-13.599,1.458,1.587,1,1,3.258,0.999,0
1778532774119,0.269,0.985,0.44,-0.078,-0.028,0.076,53.889,-12.418,1.406,1.737,4,4,3.894,1.012,0
1778532774133,0.255,0.999,0.443,-0.137,-0.026,0.104,55.28,-11.022,1.402,1.868,4,4,3.262,1.026,0
1778532774146,0.24,1.014,0.437,-0.202,-0.02,0.13,57.361,-9.664,1.376,2.032,4,4,3.272,1.039,0
1778532774160,0.225,1.034,0.425,-0.268,-0.011,0.153,59.833,-8.377,1.492,2.139,4,4,3.273,1.053,0
1778532774173,0.209,1.059,0.408,-0.332,0.001,0.174,62.637,-7.072,1.615,2.115,4,4,3.255,1.066,0
1778532774187,0.194,1.083,0.385,-0.39,0.016,0.191,65.597,-5.957,1.615,2.028,4,4,3.909,1.08,0
1778532774200,0.184,1.102,0.359,-0.443,0.033,0.206,68.682,-5.222,1.525,1.964,4,4,3.261,1.093,0
1778532774214,0.174,1.118,0.328,-0.492,0.052,0.22,71.956,-4.566,1.497,1.937,4,4,3.25,1.107,0
1778532774227,0.165,1.133,0.292,-0.535,0.07,0.234,75.493,-4.093,1.554,1.846,4,4,3.281,1.12,0
1778532774241,0.158,1.146,0.248,-0.571,0.086,0.247,79.362,-3.712,1.586,1.682,4,4,3.261,1.134,0
1778532774254,0.149,1.151,0.199,-0.601,0.099,0.26,83.701,-3.186,1.544,1.548,4,4,3.961,1.147,0
