timestamp,ax,ay,az,gx,gy,gz,roll,pitch_k,acc_norm,gyro_norm,classe_prevista_raw,classe_prevista,delay_ms
1780148242426,0.118041,0.409804,0.193749,-0.144424,-0.157227,-0.130363,58.8198,-13.2702,0.702388,0.425074,0,0,3.488
1780148242442,0.164,0.490,0.210,-0.285,-0.173,-0.160,63.717,-16.348,0.694,0.597,0,0,3.305
1780148242455,0.208,0.509,0.207,-0.419,-0.193,-0.152,65.872,-20.205,0.671,0.828,0,0,3.267
1780148242469,0.252,0.516,0.197,-0.540,-0.233,-0.127,67.738,-24.079,0.693,1.053,0,0,3.495
1780148242482,0.290,0.515,0.185,-0.657,-0.289,-0.090,69.314,-27.618,0.696,1.323,0,0,3.232
1780148242496,0.309,0.513,0.172,-0.776,-0.353,-0.048,70.929,-29.649,0.658,1.614,0,0,3.468
1780148242509,0.322,0.526,0.164,-0.891,-0.414,-0.006,72.270,-30.210,0.740,1.856,0,0,3.231
1780148242523,0.323,0.554,0.154,-0.992,-0.468,0.036,73.995,-29.195,0.828,1.982,0,0,3.620
1780148242536,0.313,0.587,0.134,-1.081,-0.506,0.079,76.331,-27.335,0.882,2.050,0,0,3.356
1780148242550,0.288,0.623,0.108,-1.156,-0.526,0.122,79.034,-24.421,0.954,2.042,0,0,3.353
1780148242563,0.253,0.659,0.077,-1.221,-0.520,0.162,81.833,-20.889,1.044,2.013,0,0,3.247
1780148242577,0.217,0.698,0.046,-1.278,-0.489,0.199,84.376,-17.582,1.150,1.997,0,0,3.246
1780148242590,0.188,0.738,0.015,-1.330,-0.441,0.235,86.714,-14.919,1.236,2.050,0,0,3.239
1780148242607,0.164,0.781,-0.017,-1.377,-0.379,0.267,88.930,-12.755,1.359,2.108,0,0,3.537
1780148242621,0.146,0.824,-0.050,-1.416,-0.314,0.294,91.022,-11.099,1.438,2.113,0,0,3.495
1780148242634,0.135,0.864,-0.082,-1.448,-0.248,0.318,92.990,-9.900,1.492,2.108,0,0,3.379
1780148242648,0.127,0.905,-0.113,-1.472,-0.182,0.339,94.720,-8.955,1.570,2.089,0,0,3.396
1780148242662,0.120,0.947,-0.142,-1.486,-0.116,0.359,96.274,-8.145,1.642,2.033,0,0,3.385
1780148242676,0.115,0.983,-0.169,-1.492,-0.052,0.379,97.720,-7.465,1.630,1.981,0,0,3.749
1780148242689,0.112,1.017,-0.194,-1.490,0.008,0.396,98.950,-6.953,1.657,1.899,0,0,3.426
1780148242703,0.110,1.049,-0.218,-1.480,0.061,0.411,100.168,-6.547,1.672,1.758,0,0,3.406
1780148242718,0.110,1.069,-0.245,-1.468,0.104,0.423,101.742,-6.260,1.552,1.646,0,0,4.430
1780148242731,0.109,1.082,-0.272,-1.460,0.137,0.430,103.422,-6.043,1.499,1.609,0,0,3.365
1780148242745,0.105,1.102,-0.300,-1.454,0.163,0.433,104.877,-5.541,1.643,1.564,0,0,3.469
1780148242758,0.097,1.113,-0.330,-1.444,0.184,0.434,106.627,-4.875,1.558,1.467,0,0,3.299
1780148242772,0.086,1.119,-0.361,-1.431,0.204,0.434,108.592,-3.988,1.530,1.386,0,0,3.289
1780148242785,0.073,1.123,-0.392,-1.417,0.226,0.432,110.523,-3.009,1.545,1.370,0,0,3.272
1780148242799,0.060,1.121,-0.423,-1.400,0.252,0.426,112.614,-2.054,1.495,1.348,0,0,3.276
1780148242812,0.051,1.123,-0.454,-1.379,0.278,0.418,114.470,-1.426,1.547,1.271,0,0,3.231
1780148242825,0.045,1.122,-0.484,-1.350,0.303,0.410,116.298,-1.091,1.535,1.130,5,5,3.751
1780148242839,0.043,1.119,-0.516,-1.314,0.324,0.401,118.225,-0.986,1.541,0.972,5,5,3.301
1780148242853,0.042,1.115,-0.546,-1.271,0.342,0.391,120.120,-0.965,1.537,0.822,5,5,3.237
1780148242866,0.041,1.110,-0.576,-1.222,0.356,0.380,121.896,-0.955,1.538,0.698,5,5,3.370
1780148242880,0.040,1.103,-0.604,-1.166,0.368,0.367,123.611,-0.922,1.518,0.648,5,5,3.363
1780148242893,0.039,1.096,-0.629,-1.105,0.380,0.352,125.159,-0.917,1.486,0.707,1,1,3.779
1780148242907,0.038,1.098,-0.653,-1.043,0.397,0.332,126.058,-0.910,1.597,0.876,1,1,3.248
1780148242920,0.020,1.095,-0.673,-0.975,0.433,0.296,127.069,0.411,1.521,1.484,1,1,3.234
1780148242934,0.007,1.094,-0.676,-0.900,0.470,0.260,126.815,1.467,1.341,1.668,1,1,3.296
1780148242947,-0.007,1.147,-0.608,-0.810,0.496,0.243,121.451,2.018,2.383,1.688,1,1,3.288
1780148242961,-0.004,1.157,-0.549,-0.729,0.508,0.230,116.027,1.565,1.530,1.442,1,1,3.861
1780148242974,0.005,1.153,-0.537,-0.658,0.510,0.212,114.992,0.547,1.110,1.178,1,1,3.259
1780148242988,0.012,1.141,-0.548,-0.584,0.489,0.203,116.486,-0.308,1.199,1.181,1,1,3.233
1780148243001,0.010,1.129,-0.538,-0.529,0.455,0.200,115.932,0.020,0.932,0.877,1,1,3.288
