timestamp,ax,ay,az,gx,gy,gz,roll,pitch_k,acc_norm,gyro_norm,classe_prevista_raw,classe_prevista,delay_ms
1777577924800,-0.0981445,0.957031,-0.485596,-0.0830534,-0.0380153,-0.0296183,111.337,4.97649,1.07766,0.0960223,0,0,4.124
1777577924817,-0.117,0.973,-0.480,-0.055,-0.019,-0.010,113.746,5.549,1.092,0.059,0,0,5.932
1777577924831,-0.095,0.967,-0.479,-0.037,-0.011,0.011,114.607,5.378,1.083,0.040,0,0,3.352
1777577924844,-0.089,0.954,-0.472,-0.027,-0.005,0.022,115.033,5.234,1.068,0.035,0,0,3.320
1777577924858,-0.082,0.946,-0.479,-0.020,-0.003,0.029,115.399,5.075,1.063,0.035,0,0,3.242
1777577924872,-0.080,0.936,-0.480,-0.016,0.002,0.034,115.697,4.949,1.055,0.037,0,0,3.974
1777577924885,-0.071,0.939,-0.479,-0.013,-0.001,0.032,115.888,4.786,1.057,0.034,0,0,3.259
1777577924899,-0.052,0.943,-0.479,-0.009,-0.002,0.020,116.020,4.530,1.059,0.022,0,0,3.260
1777577924912,-0.057,0.931,-0.471,-0.006,-0.006,0.010,116.113,4.369,1.045,0.013,0,0,3.316
1777577924925,-0.058,0.927,-0.482,-0.006,-0.011,-0.000,116.257,4.246,1.046,0.013,0,0,3.275
1777577924940,-0.037,0.927,-0.480,-0.010,-0.017,-0.018,116.367,4.029,1.045,0.027,0,0,4.254
1777577924953,-0.034,0.924,-0.477,-0.015,-0.021,-0.038,116.454,3.836,1.040,0.046,0,0,3.263
1777577924967,-0.048,0.927,-0.477,-0.017,-0.030,-0.052,116.520,3.734,1.044,0.062,0,0,3.264
1777577924980,-0.058,0.933,-0.472,-0.019,-0.030,-0.061,116.543,3.689,1.047,0.070,0,0,3.256
1777577924993,-0.040,0.949,-0.479,-0.016,-0.039,-0.071,116.561,3.572,1.064,0.082,0,0,3.253
1777577925007,-0.066,0.955,-0.483,-0.008,-0.047,-0.081,116.579,3.569,1.072,0.094,0,0,3.262
1777577925020,-0.058,0.957,-0.488,-0.003,-0.053,-0.083,116.611,3.536,1.076,0.098,0,0,3.249
1777577925033,-0.058,0.938,-0.489,-0.003,-0.071,-0.072,116.670,3.509,1.060,0.101,0,0,3.285
1777577925047,-0.010,0.932,-0.494,-0.009,-0.128,-0.011,116.750,3.319,1.055,0.129,0,0,3.256
1777577925060,0.213,0.974,-0.512,-0.010,-0.335,0.182,116.811,2.439,1.120,0.381,0,0,3.294
1777577925073,0.422,0.959,-0.539,0.014,-0.712,0.447,116.962,1.039,1.178,0.841,0,0,3.256
1777577925087,0.429,0.968,-0.567,0.048,-1.163,0.685,117.160,-0.240,1.201,1.350,0,0,3.260
1777577925100,0.111,0.872,-0.636,0.090,-1.476,0.814,117.669,-0.561,1.085,1.687,0,0,3.263
1777577925114,-0.212,0.888,-0.676,0.088,-1.572,0.758,118.202,0.068,1.136,1.748,0,0,3.258
1777577925127,-0.465,0.977,-0.735,0.184,-1.465,0.504,118.679,1.198,1.308,1.560,0,0,3.298
1777577925140,-0.600,0.885,-0.781,0.286,-1.217,0.235,119.360,2.571,1.324,1.272,0,0,3.419
1777577925154,-0.476,0.804,-0.757,0.320,-0.953,0.075,120.091,3.660,1.202,1.008,0,0,3.267
1777577925167,-0.448,0.772,-0.692,0.295,-0.625,0.093,120.700,4.679,1.129,0.697,0,0,3.274
1777577925181,-0.177,0.660,-0.486,0.055,-0.379,0.276,120.989,5.063,0.839,0.472,0,0,3.259
1777577925194,-0.222,0.780,-0.298,0.035,-0.159,0.133,120.482,5.558,0.864,0.210,4,4,3.979
1777577925208,-0.102,0.799,-0.061,-0.140,-0.028,0.112,119.185,5.641,0.808,0.182,4,4,3.259
1777577925221,-0.133,0.842,0.124,-0.283,0.096,0.071,117.339,5.799,0.861,0.307,4,4,3.282
1777577925235,0.008,0.968,0.171,-0.452,0.198,0.217,115.520,5.496,0.983,0.538,4,4,3.258
1777577925248,0.392,0.707,-0.553,0.028,0.032,0.067,116.123,4.094,0.979,0.079,4,4,3.277
1777577925261,-0.040,0.888,-0.548,0.053,0.001,-0.000,116.389,4.003,1.044,0.053,4,4,3.912
1777577925275,0.084,1.007,-0.438,-0.002,-0.036,-0.095,116.252,3.605,1.102,0.101,4,4,3.272
1777577925289,-0.003,0.975,-0.429,0.037,-0.052,-0.156,116.135,3.442,1.065,0.168,4,4,3.271
1777577925307,-0.061,0.912,-0.494,0.014,-0.063,-0.170,116.244,3.438,1.039,0.182,4,4,7.993
1777577925321,-0.122,0.952,-0.458,0.032,-0.044,-0.131,116.219,3.585,1.064,0.142,4,4,3.476
1777577925334,-0.122,0.937,-0.475,0.028,-0.041,-0.091,116.250,3.725,1.057,0.104,4,4,3.936
1777577925349,-0.139,0.946,-0.465,0.025,-0.021,-0.037,116.246,3.900,1.063,0.049,4,4,3.451
1777577925362,-0.114,0.945,-0.472,0.031,-0.014,-0.009,116.259,4.004,1.062,0.035,4,4,3.408
1777577925376,-0.108,0.927,-0.472,0.027,-0.010,0.011,116.291,4.092,1.046,0.031,4,4,3.409
1777577925389,-0.101,0.932,-0.479,0.031,-0.006,0.026,116.332,4.157,1.053,0.040,4,4,3.382
1777577925403,-0.085,0.919,-0.474,0.027,-0.006,0.028,116.375,4.182,1.037,0.039,1,1,3.914
1777577925417,-0.084,0.923,-0.481,0.024,-0.005,0.029,116.427,4.202,1.044,0.038,1,1,3.524
1777577925431,-0.055,0.931,-0.475,0.024,-0.013,0.010,116.455,4.148,1.046,0.029,1,1,3.253
1777577925448,-0.084,0.937,-0.466,0.023,-0.014,0.003,116.454,4.168,1.049,0.027,1,1,3.794
1777577925463,-0.071,0.928,-0.479,0.020,-0.016,-0.002,116.493,4.156,1.047,0.026,1,1,4.667
1777577925477,-0.090,0.940,-0.479,0.020,-0.014,-0.002,116.516,4.189,1.059,0.025,1,1,3.745
1777577925491,-0.068,0.929,-0.476,0.024,-0.015,-0.009,116.543,4.168,1.046,0.029,1,1,3.248
1777577925504,-0.060,0.912,-0.479,0.023,-0.021,-0.018,116.594,4.130,1.032,0.036,1,1,3.233
1777577925517,-0.102,0.916,-0.479,0.020,-0.021,-0.009,116.638,4.197,1.039,0.030,1,1,3.233
1777577925531,-0.089,0.930,-0.472,0.018,-0.018,-0.004,116.651,4.227,1.047,0.026,1,1,3.227
1777577925544,-0.076,0.924,-0.482,0.018,-0.023,-0.003,116.690,4.226,1.045,0.030,1,1,3.712
1777577925558,-0.105,0.941,-0.477,0.018,-0.019,0.004,116.698,4.291,1.061,0.027,1,1,3.228
1777577925571,-0.073,0.930,-0.489,0.016,-0.017,0.004,116.744,4.278,1.053,0.024,1,1,3.263
1777577925585,-0.090,0.943,-0.474,0.016,-0.019,0.007,116.741,4.303,1.059,0.026,1,1,3.228
1777577925598,-0.083,0.949,-0.472,0.015,-0.020,0.002,116.728,4.312,1.063,0.025,1,1,3.234
1777577925611,-0.081,0.951,-0.478,0.012,-0.025,-0.007,116.726,4.314,1.067,0.029,1,1,3.711
1777577925625,-0.088,0.949,-0.480,0.012,-0.019,-0.008,116.731,4.331,1.067,0.024,1,1,3.237
1777577925638,-0.097,0.938,-0.479,0.014,-0.014,-0.005,116.745,4.373,1.058,0.020,1,1,3.236
1777577925652,-0.121,0.940,-0.489,0.010,-0.006,0.013,116.777,4.468,1.067,0.017,1,1,3.573
1777577925665,-0.097,0.948,-0.482,0.008,0.001,0.025,116.786,4.502,1.068,0.026,1,1,3.240
1777577925679,-0.092,0.943,-0.478,0.011,0.007,0.033,116.790,4.522,1.061,0.036,1,1,3.706
1777577925692,-0.091,0.927,-0.486,0.007,0.010,0.035,116.828,4.541,1.050,0.038,1,1,3.228
1777577925706,-0.081,0.922,-0.476,0.006,0.009,0.034,116.848,4.536,1.041,0.036,1,1,3.233
1777577925719,-0.072,0.913,-0.482,0.002,0.008,0.030,116.892,4.512,1.035,0.031,1,1,3.229
1777577925732,-0.072,0.929,-0.475,0.001,0.008,0.024,116.900,4.486,1.046,0.025,1,1,3.244
1777577925746,-0.084,0.935,-0.479,-0.003,0.006,0.018,116.909,4.490,1.054,0.019,2,2,3.699
1777577925760,-0.080,0.922,-0.483,-0.007,0.008,0.016,116.942,4.484,1.044,0.019,2,2,3.238
