timestamp,ax,ay,az,gx,gy,gz,roll_k,pitch_k,delay_ms,classe_prevista
1774392941397,0.0395488,0.997997,0.00122064,-1.0992,-1.73277,1.24424,0,0,3.27676,-1
1774392941410,0.038086,0.999756,-0.000976453,-0.664135,-1.49619,1.27481,0,0,3.31065,-1
1774392941424,0.0424802,1.0061,0.00439426,-0.664122,-1.86258,1.08398,0,0,3.27045,-1
1774392941437,0.0390627,1.00635,0.00439453,-0.580155,-1.70229,1.5725,0,0,3.29076,-1
1774392941451,0.0397949,1.00708,-0.00244106,-0.213751,-1.58016,1.51909,0,0,3.26404,-1
1774392941464,0.0488277,0.994385,-0.00317379,0.00762695,-1.41222,1.36642,0,0,3.28343,-1
1774392941478,0.0454103,1,-0.00219731,-0.259534,-1.38931,1.22138,0,0,3.26758,-1
1774392941491,0.0444336,0.999023,-0.00366204,-0.0610747,-1.23665,0.923673,0,0,3.26463,-1
1774392941505,0.0427247,0.999756,-0.0126949,-0.549604,-1.26717,0.877864,0,0,3.26593,-1
1774392941518,0.037842,0.997315,0.00292891,-0.496185,-1.49618,0.916029,0,0,3.29791,0
1774392941532,0.0358888,0.997314,0.000244275,-0.62595,-1.54962,0.954197,0,0,3.28187,0
1774392941545,0.0371093,0.995361,-0.00659146,-0.687021,-1.09162,0.664131,0,0,3.25058,0
1774392941559,0.0419919,1,0.0102531,-0.396955,-1.00764,0.793889,0,0,3.64644,0
1774392941572,0.0349125,1.00439,0.00610372,-0.198479,-0.8855,0.80916,0,0,3.26171,0
1774392941586,0.0402829,1.0083,0.00317397,0.213728,-0.931296,0.656493,0,0,3.23887,3
1774392941599,0.0463864,0.99463,0.00683575,0.328241,-0.893131,0.748089,0,0,3.27541,3
1774392941613,0.0454102,1.01904,0.00732419,0.984713,-0.519095,0.679391,0,0,3.25084,3
1774392941626,0.045166,0.999024,-0.000243762,0.748099,-0.251916,0.702289,0,0,3.27767,3
1774392941639,0.0407717,1.0105,0.000976501,0.816792,-0.564876,0.671757,0,0,3.25321,3
1774392941653,0.0336918,0.992188,0.00781216,0.51146,-0.671753,0.870223,0,0,3.61988,3
1774392941666,0.0395505,1.00366,-0.00195264,0.381683,-0.900756,1.12976,0,0,3.25041,1
1774392941680,0.0417479,0.997315,-0.00122074,0.213745,-0.725196,1.50381,0,0,3.26519,5
1774392941693,0.0463865,0.999023,0.00439425,0.366408,-0.870225,1.01528,0,0,3.27952,5
1774392941707,0.0483397,1.00098,0.00317389,0.221378,-0.931296,1.06107,0,0,3.27456,5
1774392941720,0.0539548,0.995362,0.0012208,0.656475,-0.992365,0.877868,0,0,3.27412,5
1774392941733,0.0507814,0.996582,0.00927694,0.389321,-1.06107,0.770996,0,0,3.26343,5
1774392941747,0.0546873,1.00464,0.00390652,-0.0534218,-1.1832,0.938926,0,0,3.28006,5
1774392941760,0.0432135,0.996338,0.00244148,-0.320603,-1.30534,1.21373,0,0,3.27095,5
1774392941774,0.0439453,1.01025,0.000732507,-0.549611,-1.58014,1.09161,0,0,3.58416,5
1774392941787,0.0378421,1.00122,-0.0029295,-0.244284,-1.48855,1.03817,0,0,3.27178,5
1774392941801,0.0507806,1,-0.00634749,-0.587776,-1.67938,1.229,0,0,3.2516,5
