timestamp,ax,ay,az,gx,gy,gz,roll_k,pitch_k,delay_ms,arquivo_id,arquivo_nome,Fase,tem_rotulo_real,tempo_s,roll,acc_norm,gyro_norm,d_ax,dd_ax,d_ay,dd_ay,d_az,dd_az,d_gx,dd_gx,d_gy,dd_gy,d_gz,dd_gz,d_roll,dd_roll,d_pitch_k,dd_pitch_k,d_acc_norm,dd_acc_norm,d_gyro_norm,dd_gyro_norm,jerk_acc,jerk_gyro,classe_prevista,classe_prevista_nome,confianca_prevista
1777151627440,0.054796,0.713795,0.1369,0.0216794,-0.2143,0.183969,0,-3.923118114658038,3.36915,999,log_newX1.csv,0,False,0.0,72.01298373785833,0.7288672812254642,0.28326503374994944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Swing,1.0
1777151627454,0.0702628,0.889642,0.175378,0.00412214,-0.0843225,0.0712786,0,-4.178235609429197,3.28485,999,log_newX1.csv,0,False,0.014,75.44738753644867,0.9094818261580822,0.11048943326123814,0.015466800000000003,0.015466800000000003,0.1758470000000001,0.1758470000000001,0.03847800000000001,0.03847800000000001,-0.01755726,-0.01755726,0.1299775,0.1299775,-0.1126904,-0.1126904,3.4344037985903384,3.4344037985903384,-0.25511749477115897,-0.25511749477115897,0.18061454493261797,0.18061454493261797,-0.1727756004887113,-0.1727756004887113,0.18061454493261797,-0.1727756004887113,5,Swing,1.0
1777151627467,0.0769252,0.940024,0.182446,-0.00145402,-0.0347692,0.0368884,0,-4.334149935337484,3.27414,999,log_newX1.csv,0,False,0.027,76.78913123898656,0.9606503785910043,0.05071257730938549,0.006662399999999999,-0.008804400000000004,0.05038199999999993,-0.12546500000000016,0.007067999999999991,-0.03141000000000002,-0.00557616,0.011981100000000001,0.049553299999999995,-0.0804242,-0.034390199999999996,0.0783002,1.341743702537883,-2.0926600960524553,-0.15591432590828713,0.09920316886287184,0.051168552432922176,-0.1294459924996958,-0.05977685595185265,0.11299874453685865,0.051168552432922176,-0.05977685595185265,5,Swing,1.0
1777151627481,0.0822093,0.957519,0.183556,-0.00536849,-0.0174282,0.0233338,0,-4.490775522668253,3.31777,999,log_newX1.csv,0,False,0.041,77.54983321449484,0.9784139254443847,0.029614676472318587,0.0052841,-0.001378299999999999,0.01749500000000004,-0.03288699999999989,0.0011099999999999999,-0.005957999999999991,-0.00391447,0.0016616900000000004,0.017341,-0.0322123,-0.013554600000000003,0.020835599999999992,0.7607019755082831,-0.5810417270296,-0.15662558733076892,-0.0007112614224817904,0.01776354685338033,-0.03340500557954185,-0.021097900837066905,0.038678955114785744,0.01776354685338033,-0.021097900837066905,5,Swing,1.0
1777151627494,0.0814263,0.9653,0.183913,-0.00525869,-0.0127428,0.0187256,0,-4.56386524106695,3.30507,999,log_newX1.csv,0,False,0.054,78.04380846754138,0.9860316039056203,0.02325254540294675,-0.0007830000000000059,-0.006067100000000006,0.007781000000000038,-0.009714,0.0003569999999999962,-0.0007530000000000037,0.00010980000000000018,0.00402427,0.004685400000000001,-0.012655599999999998,-0.0046082,0.008946400000000004,0.49397525304654266,-0.26672672246174045,-0.07308971839869738,0.08353586893207154,0.007617678461235622,-0.010145868392144708,-0.006362131069371838,0.014735769767695066,0.007617678461235622,-0.006362131069371838,5,Swing,1.0
1777151627508,0.081671,0.96615,0.176081,-0.00833053,-0.0156711,0.0166353,0,-4.6178766323089,3.57864,999,log_newX1.csv,0,False,0.068,78.50628038221886,0.9854544602882468,0.024325178547770207,0.00024470000000000047,0.0010277000000000064,0.0008499999999999064,-0.0069310000000001315,-0.007832000000000006,-0.008189000000000002,-0.0030718399999999993,-0.0031816399999999995,-0.0029283,-0.007613700000000001,-0.0020903,0.0025179,0.4624719146774794,-0.03150333836906327,-0.05401139124194998,0.0190783271567474,-0.0005771436173734878,-0.00819482207860911,0.0010726331448234587,0.007434764214195297,-0.0005771436173734878,0.0010726331448234587,5,Swing,0.5244514494565643
1777151627522,0.0747964,0.970727,0.185645,-0.00799415,-0.015044,0.013195,0,-4.537398220404155,3.26648,999,log_newX1.csv,0,False,0.082,78.69141136114848,0.9911455372481682,0.021548466191877787,-0.006874599999999995,-0.007119299999999995,0.004577000000000053,0.003727000000000147,0.009564000000000017,0.017396000000000023,0.00033637999999999897,0.0034082199999999983,0.0006271000000000002,0.0035554000000000002,-0.0034402999999999986,-0.0013499999999999988,0.18513097892962094,-0.27734093574785845,0.08047841190474525,0.13448980314669523,0.005691076959921437,0.006268220577294925,-0.0027767123558924203,-0.003849345500715879,0.005691076959921437,-0.0027767123558924203,5,Swing,0.5244514494565643
1777151627535,0.0750669,0.969387,0.184751,-0.00560112,-0.0132476,0.00980502,0,-4.486041547210745,3.28211,999,log_newX1.csv,0,False,0.095,78.83345109710692,0.9896863782257539,0.017407178640285164,0.00027050000000000685,0.0071451000000000015,-0.0013400000000000079,-0.005917000000000061,-0.0008940000000000059,-0.010458000000000023,0.00239303,0.002056650000000001,0.0017964,0.0011692999999999999,-0.0033899800000000008,5.03199999999978e-05,0.14203973595843422,-0.043091242971186716,0.05135667319340964,-0.02912173871133561,-0.0014591590224143358,-0.007150235982335773,-0.004141287551592623,-0.0013645751957002024,-0.0014591590224143358,-0.004141287551592623,5,Swing,0.5244514494565643
1777151627549,0.0814451,0.96763,0.186946,-0.00775364,-0.0146845,0.0107276,0,-4.550896516806151,3.2639,999,log_newX1.csv,0,False,0.109,78.89653783223903,0.988883172134105,0.01976954413383374,0.0063782000000000005,0.006107699999999994,-0.0017570000000000086,-0.0004170000000000007,0.0021950000000000025,0.0030890000000000084,-0.0021525199999999998,-0.00454555,-0.0014368999999999996,-0.0032332999999999997,0.000922580000000001,0.004312560000000002,0.06308673513211716,-0.07895300082631707,-0.06485496959540527,-0.1162116427888149,-0.0008032060916488559,0.0006559529307654799,0.0023623654935485752,0.006503653045141198,-0.0008032060916488559,0.0023623654935485752,5,Swing,0.5244514494565643
1777151627562,0.0753859,0.96392,0.188977,-0.00683024,-0.0110816,0.00796617,0,-4.50688638362779,3.74155,999,log_newX1.csv,0,False,0.122,78.89959771866467,0.9851584171329045,0.015261517011309851,-0.006059200000000001,-0.012437400000000001,-0.003709999999999991,-0.0019529999999999825,0.002031000000000005,-0.00016399999999999748,0.0009234000000000004,0.00307592,0.003602899999999999,0.005039799999999999,-0.0027614300000000005,-0.0036840100000000015,0.0030598864256319303,-0.060026848706485225,0.04401013317836089,0.10886510277376615,-0.003724755001200508,-0.0029215489095516523,-0.004508027122523888,-0.006870392616072463,-0.003724755001200508,-0.004508027122523888,5,Swing,0.5244514494565643
