6.0000000000000001e-03	-5.5477433204650879e+00	3.9463646411895752e+00	-1.3100296020507812e+01	-8.7355577945709229e-01	-2.4518439173698425e-01	8.2063573598861694e-01	
8.0000000000000002e-03	-5.3925013542175293e+00	4.2431969642639160e+00	-1.3118420600891113e+01	-8.8603341579437256e-01	-2.3646277189254761e-01	8.1246370077133179e-01	
2.1999999999999999e-02	-5.3925013542175293e+00	4.2431969642639160e+00	-1.3118420600891113e+01	-8.8603341579437256e-01	-2.3646277189254761e-01	8.1246370077133179e-01	
2.3000000000000000e-02	-5.2880725860595703e+00	4.3127660751342773e+00	-1.3148862838745117e+01	-9.0235346555709839e-01	-2.2433075308799744e-01	8.0655246973037720e-01	
3.5000000000000003e-02	-5.3256855010986328e+00	4.7462787628173828e+00	-1.3374817848205566e+01	-9.2674469947814941e-01	-2.0628513395786285e-01	7.9208046197891235e-01	
3.5000000000000003e-02	-5.1552658081054688e+00	4.9685721397399902e+00	-1.3317045211791992e+01	-9.4070070981979370e-01	-2.0742993056774139e-01	7.9038608074188232e-01	
4.0000000000000001e-02	-4.8759822845458984e+00	5.3363223075866699e+00	-1.3514843940734863e+01	-9.5923113822937012e-01	-2.0124992728233337e-01	7.8637087345123291e-01	
4.4999999999999998e-02	-4.9002127647399902e+00	5.6548242568969727e+00	-1.3631368637084961e+01	-9.7093594074249268e-01	-1.9960832595825195e-01	7.8495723009109497e-01	
5.0000000000000003e-02	-4.7519884109497070e+00	5.9112620353698730e+00	-1.3596607208251953e+01	-9.7875517606735229e-01	-1.9123950600624084e-01	7.7719563245773315e-01	
5.5000000000000000e-02	-4.8120269775390625e+00	5.9761366844177246e+00	-1.3510120391845703e+01	-9.8879677057266235e-01	-1.8686670064926147e-01	7.7780765295028687e-01	
5.9999999999999998e-02	-4.6911625862121582e+00	6.2383346557617188e+00	-1.3667484283447266e+01	-9.9949598312377930e-01	-1.8202829360961914e-01	7.7508121728897095e-01	
6.5000000000000002e-02	-4.6614408493041992e+00	6.4239702224731445e+00	-1.3565762519836426e+01	-1.0105887651443481e+00	-1.7598268389701843e-01	7.7359801530838013e-01	
7.0000000000000007e-02	-4.4754695892333984e+00	6.5279650688171387e+00	-1.3863612174987793e+01	-1.0187271833419800e+00	-1.7224587500095367e-01	7.7554202079772949e-01	
7.4999999999999997e-02	-4.3152070045471191e+00	6.7685246467590332e+00	-1.3853897094726562e+01	-1.0326209068298340e+00	-1.6686266660690308e-01	7.7394366264343262e-01	
8.2000000000000003e-02	-4.4906949996948242e+00	6.9278197288513184e+00	-1.3692022323608398e+01	-1.0432336330413818e+00	-1.6152745485305786e-01	7.7043485641479492e-01	
8.5000000000000006e-02	-4.5580682754516602e+00	7.0516963005065918e+00	-1.3777519226074219e+01	-1.0488688945770264e+00	-1.5964345633983612e-01	7.6954925060272217e-01	
8.9999999999999997e-02	-4.4378376007080078e+00	7.2608036994934082e+00	-1.4031727790832520e+01	-1.0611184835433960e+00	-1.5570265054702759e-01	7.6592522859573364e-01	
9.7000000000000003e-02	-4.3153219223022461e+00	7.3569045066833496e+00	-1.3918064117431641e+01	-1.0712680816650391e+00	-1.5142104029655457e-01	7.7160841226577759e-01	
1.0000000000000001e-01	-4.3765125274658203e+00	7.6652331352233887e+00	-1.3988221168518066e+01	-1.0801241397857666e+00	-1.5219624340534210e-01	7.6460283994674683e-01	
1.0500000000000000e-01	-4.3139781951904297e+00	7.7727794647216797e+00	-1.4098601341247559e+01	-1.0897001028060913e+00	-1.4817383885383606e-01	7.6706284284591675e-01	
1.1200000000000000e-01	-4.1331715583801270e+00	8.0510339736938477e+00	-1.4005462646484375e+01	-1.0990769863128662e+00	-1.4763863384723663e-01	7.6614123582839966e-01	
1.2500000000000000e-01	-4.1331715583801270e+00	8.0510339736938477e+00	-1.4005462646484375e+01	-1.0990769863128662e+00	-1.4763863384723663e-01	7.6614123582839966e-01	
1.2700000000000000e-01	-4.2940101623535156e+00	8.1186151504516602e+00	-1.4086371421813965e+01	-1.1102010011672974e+00	-1.4758823812007904e-01	7.7140682935714722e-01	
1.3000000000000000e-01	-4.1609058380126953e+00	8.4589166641235352e+00	-1.3991830825805664e+01	-1.1202402114868164e+00	-1.4677703380584717e-01	7.7038204669952393e-01	
1.3500000000000001e-01	-4.1743555068969727e+00	8.6968603134155273e+00	-1.4032534599304199e+01	-1.1308770179748535e+00	-1.4472262561321259e-01	7.7102524042129517e-01	
1.4000000000000001e-01	-4.0828289985656738e+00	8.9215364456176758e+00	-1.4138307571411133e+01	-1.1388785839080811e+00	-1.4462663233280182e-01	7.7296686172485352e-01	
1.4499999999999999e-01	-4.1434626579284668e+00	9.0167617797851562e+00	-1.4055229187011719e+01	-1.1470721960067749e+00	-1.4505383372306824e-01	7.7505242824554443e-01	
1.4999999999999999e-01	-4.1005315780639648e+00	9.1960248947143555e+00	-1.4155615806579590e+01	-1.1556690931320190e+00	-1.4325143396854401e-01	7.7326202392578125e-01	
1.5500000000000000e-01	-3.9789183139801025e+00	9.2547893524169922e+00	-1.4058320045471191e+01	-1.1619498729705811e+00	-1.4292502403259277e-01	7.7124124765396118e-01	
1.6000000000000000e-01	-4.0055294036865234e+00	9.6591539382934570e+00	-1.4001680374145508e+01	-1.1650986671447754e+00	-1.3876582682132721e-01	7.6857721805572510e-01	
1.6500000000000001e-01	-3.9132447242736816e+00	9.5317401885986328e+00	-1.4035856246948242e+01	-1.1724379062652588e+00	-1.3371621072292328e-01	7.6579564809799194e-01	
1.7000000000000001e-01	-3.9060447216033936e+00	9.6214904785156250e+00	-1.4130838394165039e+01	-1.1794866323471069e+00	-1.2795379757881165e-01	7.6515483856201172e-01	
