timestamp,ax,ay,az,gx,gy,gz,roll_k,pitch_k,delay_ms,classe_prevista
1777223675008,0.0770773,0.651564,0.0925907,0.0396679,-0.337412,0.234064,0,0,3.26099,-1
1777223675022,0.0974211,0.782335,0.109495,0.0253197,-0.227632,0.127172,0,0,3.29581,-1
1777223675035,0.103783,0.840904,0.118311,0.0181072,-0.182803,0.0955229,0,0,3.27288,-1
1777223675049,0.10638,0.872641,0.124544,0.0139439,-0.15701,0.0818929,0,0,3.25668,-1
1777223675062,0.107509,0.893623,0.127479,0.0110864,-0.140653,0.0769728,0,0,3.26264,-1
1777223675075,0.111569,0.909959,0.130008,0.00948179,-0.129691,0.0765235,0,0,3.26358,-1
1777223675089,0.11286,0.920231,0.130736,0.00651404,-0.120576,0.0764575,0,0,3.41768,-1
1777223675102,0.11324,0.929127,0.130717,0.00322685,-0.109433,0.0763076,0,0,3.24914,-1
1777223675115,0.116747,0.935096,0.130925,0.00104519,-0.0982755,0.0771345,0,0,3.25603,-1
1777223675129,0.121159,0.939474,0.130951,-0.00121404,-0.0889889,0.0767801,0,0,3.24838,-1
1777223675142,0.125765,0.942443,0.131672,-0.00422138,-0.0823471,0.0744884,0,0,3.24323,-1
1777223675155,0.126651,0.946408,0.131695,-0.00743879,-0.075673,0.0726261,0,0,3.23699,-1
1777223675169,0.127671,0.949765,0.131411,-0.0110442,-0.0683041,0.0736563,0,0,3.23966,-1
1777223675182,0.127306,0.951791,0.132703,-0.0145892,-0.0606973,0.0759881,0,0,3.2501,-1
1777223675195,0.1301,0.955012,0.132552,-0.0176537,-0.0516514,0.078112,0,0,3.25795,-1
1777223675209,0.134208,0.956432,0.133375,-0.0202864,-0.0441575,0.0787868,0,0,3.24714,-1
1777223675222,0.138072,0.955729,0.134051,-0.0238534,-0.0366151,0.0760518,0,0,3.25062,-1
1777223675235,0.141862,0.957497,0.135383,-0.0272154,-0.0276122,0.0710982,0,0,3.26331,-1
1777223675249,0.146176,0.956429,0.135009,-0.0310329,-0.0175455,0.0647706,0,0,3.25586,-1
1777223675262,0.149552,0.955667,0.135365,-0.0358163,-0.00753402,0.0554388,0,0,3.24938,-1
1777223675275,0.149178,0.953875,0.135771,-0.042474,0.00280252,0.0453117,0,0,3.24406,-1
1777223675289,0.146206,0.953582,0.135541,-0.0507438,0.0143404,0.037182,0,0,3.28101,-1
1777223675302,0.144759,0.953006,0.136568,-0.0604843,0.0263959,0.0316568,0,0,3.2504,-1
1777223675315,0.144761,0.953279,0.138683,-0.0707503,0.0357781,0.0270663,0,0,3.25132,-1
1777223675329,0.147921,0.955321,0.142097,-0.0818108,0.0405413,0.0170823,0,0,3.27742,-1
1777223675342,0.153562,0.957544,0.147153,-0.0927066,0.0364174,-0.00332505,0,0,3.25231,-1
1777223675356,0.154399,0.964206,0.154085,-0.100501,0.0304236,-0.030331,0,0,3.24964,-1
1777223675369,0.155319,0.967349,0.160552,-0.107542,0.0262432,-0.046791,0,0,3.25429,-1
1777223675382,0.154509,0.968274,0.162753,-0.111794,0.0299993,-0.0536366,0,0,3.24194,-1
1777223675396,0.155124,0.973068,0.1627,-0.109192,0.044771,-0.0542773,0,0,3.55492,0
1777223675409,0.161065,0.969055,0.161882,-0.108513,0.0582,-0.0432079,0,0,3.37468,0
1777223675423,0.157728,0.971332,0.161944,-0.107437,0.074709,-0.0438438,0,0,3.50021,0
1777223675436,0.15882,0.971732,0.162095,-0.108755,0.0978557,-0.0500226,0,0,3.40397,0
1777223675450,0.151885,0.975811,0.163995,-0.105324,0.132908,-0.0563166,0,0,3.43708,0
1777223675464,0.14461,0.975878,0.14885,-0.100289,0.174256,-0.0616888,0,0,3.49986,0
1777223675477,0.139194,0.973072,0.144066,-0.102505,0.22048,-0.0653641,0,0,3.40075,0
1777223675491,0.123328,0.975978,0.138368,-0.0990599,0.271444,-0.0674981,0,0,3.48099,0
1777223675504,0.0445644,0.996452,0.0745773,-0.0938476,0.346025,-0.0544163,0,0,3.4711,0
1777223675518,0.0301983,1.00467,0.116837,-0.0926847,0.455059,0.0105819,0,0,3.43895,0
1777223675531,0.0564286,0.979381,0.125087,-0.0756342,0.53858,0.0728387,0,0,3.50851,0
1777223675545,0.061411,0.975149,0.144218,-0.0737537,0.569924,0.079045,0,0,3.52655,0
