timestamp,ax,ay,az,gx,gy,gz,roll,pitch,delay_ms,classe_prevista
1777250997884,0.100691,1.27285,-0.0874161,0.623235,-0.128374,0.0871968,0,0,3.37999,4
1777250997898,0.110668,1.29833,-0.0817595,0.727051,-0.157787,0.101099,0,0,3.47018,4
1777250997911,0.122962,1.34,-0.0722024,0.826573,-0.192415,0.121504,0,0,3.38416,4
1777250997925,0.137921,1.37255,-0.0621816,0.920513,-0.231827,0.144936,0,0,3.76246,4
1777250997939,0.1457,1.38641,-0.0578035,1.00918,-0.273215,0.184575,0,0,3.83031,4
1777250997953,0.145142,1.37352,-0.0701866,1.09288,-0.313554,0.207286,0,0,3.8449,4
1777250997967,0.150133,1.37327,-0.0668111,1.17188,-0.351185,0.20522,0,0,3.45297,4
1777250997980,0.153051,1.36217,-0.0593934,1.24645,-0.39127,0.200042,0,0,3.37912,4
1777250997994,0.159543,1.35211,-0.0472974,1.31684,-0.436852,0.19789,0,0,3.45231,4
1777250998007,0.1551,1.33829,-0.0234865,1.38328,-0.481898,0.191821,0,0,3.37677,4
1777250998021,0.15641,1.27802,-0.00542079,1.44599,-0.527025,0.176373,0,0,3.40903,4
1777250998034,0.149267,1.16286,-0.0199067,1.50518,-0.570606,0.152966,0,0,3.42357,4
1777250998048,0.129514,1.07702,-0.0292253,1.52706,-0.605786,0.128329,0,0,3.99662,4
1777250998062,0.0989412,0.984822,-0.0383772,1.50458,-0.625226,0.09949,0,0,3.44201,4
1777250998075,0.0684264,0.884649,-0.0449752,1.4375,-0.629536,0.0751162,0,0,3.3559,4
1777250998089,0.0425264,0.794546,-0.0481904,1.32717,-0.622031,0.0618252,0,0,3.44459,4
1777250998102,0.0180519,0.720727,-0.0503215,1.18241,-0.60559,0.0669339,0,0,3.46707,4
1777250998117,-0.00614536,0.653664,-0.0476357,1.00511,-0.580215,0.0952976,0,0,3.69588,4
1777250998131,-0.0273557,0.600332,-0.0441284,0.808422,-0.546992,0.14196,0,0,3.51882,4
1777250998144,-0.045596,0.564864,-0.0374763,0.622767,-0.506021,0.198079,0,0,3.44368,4
1777250998158,-0.0596909,0.548326,-0.0289104,0.447527,-0.459572,0.251659,0,0,3.45071,4
1777250998172,-0.0709409,0.545834,-0.0208934,0.282116,-0.41044,0.295288,0,0,4.26759,4
1777250998187,-0.0800125,0.56716,-0.0158323,0.125983,-0.361294,0.326459,0,0,4.77574,4
1777250998201,-0.0893832,0.599861,-0.0178885,-0.0213916,-0.314352,0.351184,0,0,3.40609,4
1777250998218,-0.0988582,0.620334,-0.0281419,-0.1605,-0.271195,0.370343,0,0,6.9235,4
1777250998232,-0.10279,0.634988,-0.0427639,-0.291805,-0.232459,0.375809,0,0,3.42245,4
1777250998246,-0.105364,0.663912,-0.0579899,-0.415745,-0.198481,0.3679,0,0,3.53005,4
1777250998259,-0.108108,0.698088,-0.0750186,-0.532733,-0.169959,0.35399,0,0,3.44484,4
1777250998274,-0.110549,0.730566,-0.0938035,-0.643159,-0.146244,0.341666,0,0,3.46014,4
1777250998287,-0.11848,0.775492,-0.117369,-0.747391,-0.123003,0.334734,0,0,3.46634,4
1777250998301,-0.133417,0.824472,-0.143405,-0.845776,-0.0941847,0.320103,0,0,3.50053,4
1777250998315,-0.154322,0.867116,-0.171282,-0.938642,-0.0557729,0.292141,0,0,3.43321,4
1777250998329,-0.166372,0.910476,-0.198279,-1.02314,-0.00938475,0.25762,0,0,4.20336,4
1777250998343,-0.158957,0.959046,-0.22531,-1.08966,0.0363153,0.226162,0,0,3.50534,4
1777250998358,-0.136565,1.00178,-0.252783,-1.13794,0.0731405,0.203731,0,0,4.26655,4
1777250998371,-0.109185,1.03934,-0.279797,-1.16879,0.0970969,0.188133,0,0,3.3882,4
1777250998385,-0.0822174,1.07106,-0.304542,-1.18323,0.109129,0.172232,0,0,3.44708,4
1777250998398,-0.0602685,1.09194,-0.326489,-1.18562,0.112484,0.157788,0,0,3.43212,4
1777250998412,-0.0442479,1.10983,-0.343164,-1.17703,0.110811,0.144073,0,0,3.44995,4
1777250998425,-0.0328919,1.12855,-0.354536,-1.15627,0.107807,0.127077,0,0,3.42846,4
1777250998439,-0.0251857,1.14202,-0.363695,-1.12341,0.105978,0.108743,0,0,3.36619,5
1777250998453,-0.0191169,1.14987,-0.370519,-1.08147,0.106683,0.0932019,0,0,4.25414,5
1777250998467,-0.00945816,1.15191,-0.375755,-1.03459,0.1099,0.0820436,0,0,3.52858,5
1777250998480,0.00498591,1.15464,-0.380342,-0.982166,0.11292,0.074911,0,0,3.43749,5
1777250998494,0.0218243,1.15045,-0.384411,-0.926428,0.112876,0.0709403,0,0,3.41373,5
1777250998508,0.0397175,1.14652,-0.38784,-0.870116,0.103852,0.0698171,0,0,3.44723,5
1777250998523,0.0303686,1.04593,-0.331986,-0.762832,0.0897838,0.0698745,0,0,4.6892,5
1777250998536,0.0438249,1.06202,-0.281374,-0.672818,0.0633982,0.0651158,0,0,3.42827,5
1777250998550,0.0373679,1.05078,-0.25606,-0.585224,0.0388781,0.06193,0,0,3.50914,5
1777250998563,0.0343543,1.04131,-0.232919,-0.501482,0.0186792,0.0636844,0,0,3.45016,5
1777250998578,0.0349197,1.03575,-0.214253,-0.424021,0.00422922,0.0630324,0,0,4.14883,5
1777250998591,0.0324679,1.03424,-0.195442,-0.350246,-0.00423347,0.0613208,0,0,3.42332,5
1777250998605,0.0285515,1.03115,-0.179673,-0.280061,-0.00874887,0.0606772,0,0,3.36358,5
1777250998618,0.027799,1.02668,-0.169389,-0.216232,-0.0119791,0.0608533,0,0,3.45581,5
1777250998632,0.0287732,1.0229,-0.160463,-0.159092,-0.0152893,0.0616961,0,0,3.3909,5
1777250998646,0.030843,1.02211,-0.15012,-0.10666,-0.0204605,0.0610058,0,0,3.70088,5
1777250998659,0.0288528,1.02296,-0.142658,-0.0592077,-0.024481,0.0625808,0,0,3.4381,5
1777250998673,0.0278095,1.02143,-0.137354,-0.0166348,-0.0277408,0.0645427,0,0,3.43849,5
1777250998686,0.0294404,1.02071,-0.133689,0.019842,-0.0303553,0.0668185,0,0,3.42879,5
1777250998700,0.0300623,1.01974,-0.131449,0.0516052,-0.0327846,0.0695146,0,0,3.47295,5
1777250998713,0.0317586,1.01777,-0.129786,0.0782682,-0.0342641,0.07167,0,0,3.43714,5
1777250998727,0.0330447,1.01485,-0.129778,0.0992951,-0.0345558,0.072514,0,0,3.37666,1
1777250998740,0.0365594,1.01018,-0.131865,0.112369,-0.0337908,0.0689261,0,0,3.46018,1
1777250998754,0.0384116,1.00819,-0.132535,0.12145,-0.0312788,0.0626021,0,0,3.43355,1
1777250998768,0.0419539,1.00583,-0.13366,0.127929,-0.0278415,0.0544533,0,0,3.52382,1
1777250998781,0.0439143,1.00212,-0.133817,0.131942,-0.0235865,0.0444751,0,0,3.39708,1
1777250998795,0.0451486,1.0004,-0.134555,0.134312,-0.0186282,0.0337507,0,0,3.40957,1
1777250998808,0.0447524,0.997114,-0.137826,0.134387,-0.0136311,0.0231653,0,0,3.42744,1
1777250998822,0.0424886,0.997098,-0.13645,0.131888,-0.0106399,0.0141329,0,0,3.34881,1
1777250998835,0.0417761,0.997124,-0.13567,0.129445,-0.00762387,0.00565419,0,0,3.37236,1
1777250998849,0.0401312,0.997395,-0.136496,0.126924,-0.00561622,-0.00154392,0,0,3.43197,1
1777250998862,0.0380581,0.998363,-0.135427,0.123705,-0.00420076,-0.00575203,0,0,3.43847,1
1777250998876,0.0363616,0.999468,-0.134185,0.120483,-0.0034984,-0.00798565,0,0,3.33605,1
1777250998889,0.0344315,0.999566,-0.134601,0.117035,-0.00325079,-0.00880515,0,0,3.46416,1
1777250998903,0.0330343,0.99996,-0.133898,0.113,-0.00328682,-0.00899207,0,0,3.34405,1
1777250998916,0.0324412,1.00039,-0.133686,0.109415,-0.00345357,-0.00921988,0,0,3.45032,1
1777250998930,0.0318951,1.00173,-0.13361,0.105693,-0.00387215,-0.00916515,0,0,3.41181,1
1777250998943,0.0323519,1.00313,-0.132675,0.102714,-0.0045413,-0.00966586,0,0,3.4249,1
1777250998957,0.0327146,1.00471,-0.13182,0.100622,-0.00571243,-0.0106823,0,0,3.9396,1
1777250998971,0.0328789,1.00543,-0.13152,0.0994871,-0.0071176,-0.0124766,0,0,3.53831,1
1777250998985,0.0321028,1.00633,-0.131893,0.0986295,-0.00844394,-0.0144615,0,0,3.46707,4
1777250998999,0.0301926,1.0058,-0.133383,0.0975161,-0.00930196,-0.0159155,0,0,3.50542,4
1777250999012,0.0279923,1.00529,-0.134556,0.095994,-0.00984638,-0.0168939,0,0,3.50581,4
1777250999026,0.0259839,1.00419,-0.136403,0.0938423,-0.0101333,-0.0164216,0,0,3.40051,4
1777250999040,0.0229516,1.00476,-0.136215,0.0915073,-0.00994172,-0.0145541,0,0,3.43175,4
1777250999053,0.0199113,1.00441,-0.136846,0.089072,-0.00947398,-0.0113014,0,0,3.45827,4
1777250999067,0.0200132,1.00369,-0.137209,0.0862809,-0.00872419,-0.0076359,0,0,3.44499,4
1777250999080,0.0176307,1.00415,-0.137606,0.0833937,-0.00771244,-0.00314838,0,0,3.40997,4
1777250999094,0.0195313,1.00279,-0.138692,0.0803687,-0.00686877,0.000659241,0,0,3.37401,4
1777250999108,0.0201612,1.00142,-0.139225,0.0773722,-0.00603817,0.00404347,0,0,3.46781,4
1777250999121,0.0207969,1.00243,-0.139345,0.0749076,-0.00542972,0.00681825,0,0,3.38216,4
1777250999136,0.022424,1.00405,-0.139335,0.0728126,-0.00535209,0.00822562,0,0,4.34085,4
1777250999149,0.0231656,1.00519,-0.14001,0.0711519,-0.00546294,0.00869767,0,0,3.60358,4
1777250999163,0.0240984,1.00515,-0.140619,0.0691005,-0.00576882,0.00807278,0,0,3.4299,4
1777250999176,0.0256225,1.00464,-0.14151,0.0669072,-0.0061132,0.00633539,0,0,3.41405,4
1777250999190,0.0257601,1.00483,-0.142364,0.0645587,-0.00665664,0.00390761,0,0,3.43236,4
1777250999204,0.0257805,1.0049,-0.142965,0.0620935,-0.00705399,0.0016631,0,0,3.41036,4
1777250999217,0.0258956,1.00489,-0.143874,0.0593556,-0.00764742,-0.000472639,0,0,3.36823,4
1777250999232,0.0254016,1.00433,-0.144651,0.0564544,-0.00839169,-0.00240722,0,0,4.68233,4
1777250999245,0.0246067,1.00291,-0.145863,0.0532535,-0.00926121,-0.00423329,0,0,3.37512,4
1777250999260,0.0240208,1.00215,-0.146473,0.0499538,-0.010386,-0.0058456,0,0,4.17644,4
1777250999273,0.0243167,1.00144,-0.146761,0.0467107,-0.0116617,-0.00784704,0,0,3.3211,4
1777250999287,0.0240209,1.00095,-0.147334,0.0434398,-0.0130543,-0.0102158,0,0,3.43247,4
1777250999300,0.0242894,1.00083,-0.147437,0.0402752,-0.0147156,-0.0134108,0,0,3.41625,4
1777250999314,0.024228,1.00096,-0.147781,0.0372967,-0.0162152,-0.0171417,0,0,3.39233,4
1777250999327,0.0240467,1.00183,-0.148105,0.0348535,-0.0175537,-0.0216138,0,0,3.37149,4
1777250999341,0.0232593,1.00264,-0.147987,0.0328343,-0.01868,-0.0263276,0,0,3.3804,4
1777250999354,0.021133,1.00268,-0.148711,0.0307699,-0.0197603,-0.0306741,0,0,3.51229,4
1777250999368,0.0182769,1.00386,-0.14949,0.0285215,-0.0206001,-0.0330984,0,0,3.40907,4
1777250999381,0.0139513,1.00536,-0.149842,0.0260653,-0.0207249,-0.0327833,0,0,3.33582,4
1777250999395,0.0106764,1.0067,-0.150324,0.0233872,-0.0202817,-0.0298011,0,0,3.40449,4
1777250999408,0.00888607,1.00752,-0.150369,0.0206666,-0.0194395,-0.0253677,0,0,3.33629,4
1777250999422,0.00767552,1.00779,-0.149973,0.0177475,-0.0186274,-0.0203052,0,0,3.44294,5
1777250999435,0.00709434,1.00856,-0.150229,0.014898,-0.0178952,-0.014833,0,0,3.36531,5
1777250999448,0.00664163,1.00846,-0.150375,0.0120798,-0.0171098,-0.00909394,0,0,3.36532,5
1777250999462,0.00599519,1.00761,-0.150677,0.00884597,-0.0163213,-0.00321866,0,0,3.41862,5
1777250999479,0.00511113,1.00566,-0.151305,0.00531393,-0.0153801,0.00299502,0,0,5.21081,5
1777250999492,0.00461902,1.00318,-0.152021,0.000502779,-0.0141834,0.00951101,0,0,3.41947,5
1777250999506,0.00567459,1.00177,-0.152313,-0.00474502,-0.0129596,0.0151263,0,0,3.40981,5
1777250999520,0.00739676,1.00133,-0.151808,-0.00983547,-0.0116547,0.0195402,0,0,3.43171,5
1777250999533,0.00895386,1.00155,-0.150948,-0.014392,-0.0105085,0.0223963,0,0,3.38319,5
1777250999547,0.0110673,1.00188,-0.149876,-0.0182349,-0.00970497,0.0240389,0,0,3.41927,5
1777250999560,0.0113229,1.0022,-0.148289,-0.0214211,-0.00905783,0.0250112,0,0,3.41849,5
1777250999575,0.0123311,1.0028,-0.147201,-0.024283,-0.00868677,0.0252611,0,0,4.77788,5
1777250999589,0.0121872,1.00389,-0.146339,-0.0267061,-0.00875615,0.0258095,0,0,3.3692,5
1777250999603,0.0121609,1.00486,-0.14554,-0.0288048,-0.00879167,0.0267254,0,0,4.21185,5
1777250999617,0.0118485,1.00586,-0.144168,-0.0304262,-0.00870958,0.0282964,0,0,3.40501,5
1777250999630,0.0117865,1.00685,-0.142573,-0.0316012,-0.00842657,0.0305629,0,0,3.50212,5
1777250999644,0.0121798,1.00772,-0.141341,-0.0322821,-0.00804382,0.0332974,0,0,3.40818,5
1777250999657,0.0132906,1.00737,-0.140164,-0.0328778,-0.00741278,0.035947,0,0,3.41705,5
1777250999671,0.0145719,1.00766,-0.138724,-0.0330974,-0.00671866,0.0378486,0,0,3.39414,5
1777250999684,0.0164797,1.00789,-0.137051,-0.0327396,-0.00590933,0.0386244,0,0,3.40258,5
1777250999698,0.0181299,1.00788,-0.135827,-0.0318023,-0.00529097,0.0383076,0,0,3.39421,5
1777250999711,0.020112,1.00827,-0.13433,-0.0303824,-0.00470731,0.0369124,0,0,3.40888,5
1777250999726,0.0213393,1.00793,-0.133861,-0.0286439,-0.00425914,0.0348762,0,0,4.15761,5
1777250999739,0.0220869,1.00791,-0.132679,-0.0269387,-0.0038875,0.0325559,0,0,3.42525,5
1777250999753,0.0223544,1.00806,-0.131728,-0.025235,-0.00356667,0.0301004,0,0,3.3346,5
1777250999766,0.0225521,1.00787,-0.131926,-0.0240636,-0.00334948,0.0281336,0,0,3.40518,5
1777250999780,0.0232043,1.00816,-0.131291,-0.0233132,-0.00335429,0.02641,0,0,3.38842,5
1777250999794,0.0238748,1.00854,-0.130828,-0.0225922,-0.00346159,0.0247873,0,0,4.35403,5
1777250999808,0.0237818,1.00871,-0.130351,-0.02204,-0.00381121,0.0235682,0,0,3.37108,5
1777250999821,0.0239679,1.0086,-0.129722,-0.0216729,-0.00423971,0.0225844,0,0,3.40408,5
1777250999835,0.0236642,1.00805,-0.129635,-0.0219773,-0.00475122,0.0220969,0,0,3.39701,5
1777250999849,0.0235146,1.00789,-0.128882,-0.0222518,-0.00509274,0.0219408,0,0,3.7481,5
