time,ax,ay,az,gx,gy,gz
1746729742.4706829,-6.34,-4.51,-12.67,-1.74,-0.33,-0.7
1746729742.481036,-3.51,-5.28,-11.6,-2.42,0.11,-0.96
1746729742.4977057,-0.21,-6.82,-15.13,-2.9,0.52,-0.63
1746729742.4977057,0.21,-8.37,-16.42,-2.83,0.37,-0.02
1746729742.505975,-0.9,-8.82,-14.44,-2.47,0.12,0.31
1746729742.5144024,-1.5,-8.83,-13.07,-2.63,0.15,0.52
1746729742.5308177,-1.66,-9.7,-12.36,-2.72,0.15,0.65
1746729742.5392797,-0.45,-9.05,-11.05,-3.04,0.24,0.91
1746729742.547584,-0.51,-9.99,-9.81,-3.15,0.17,1.16
1746729742.5561094,-0.4,-10.7,-8.35,-3.31,0.36,1.22
1746729742.5646832,-0.49,-10.91,-7.2,-3.53,0.66,1.12
1746729742.5807867,-0.96,-11.48,-7.37,-3.68,0.87,1.04
1746729742.6299713,-0.9,-11.02,-8.25,-3.71,1.1,1.06
1746729742.6382182,-0.91,-11.22,-7.79,-3.64,1.15,1.11
1746729742.6382182,-0.74,-12.16,-7.57,-3.54,1.17,1.13
1746729742.6382182,-0.43,-12.62,-7.14,-3.43,1.2,1.16
1746729742.6382182,-0.41,-12.88,-7.08,-3.32,1.18,1.21
1746729742.6382182,-0.67,-12.8,-6.96,-3.18,0.98,1.26
1746729742.646596,0.02,-13.14,-6.26,-2.9,1.32,1.32
1746729742.654964,0.91,-12.63,-6.1,-2.68,1.05,1.27
1746729742.6714478,-0.69,-11.86,-6.23,-2.59,0.94,1.12
1746729742.6797576,-1.88,-11.51,-6.52,-2.29,0.7,1.02
1746729742.7046943,-1.41,-10.87,-7.22,-1.95,0.36,0.96
1746729742.7046943,-0.55,-11.16,-6.23,-1.74,0.25,0.93
1746729742.7046943,0.02,-13.01,-5.74,-1.17,-0.67,1.42
1746729742.7196553,1.64,-12.77,-3.38,-1.51,-0.91,1.95
1746729742.727041,2.05,-15.45,-1.8,-1.98,-0.95,2.47
1746729742.7417624,2.63,-18.05,-0.62,-1.71,-0.37,2.61
1746729742.7500272,3.14,-14.32,-1.54,-2.2,-0.36,2.25
1746729742.758615,-0.22,-15.75,-1.48,-2.31,0.84,1.5
1746729742.76729,-4.0,-4.47,-3.84,-2.6,0.86,1.31
1746729742.775282,-2.16,-3.52,-8.31,-1.68,0.01,1.3
1746729742.8167355,0.8,-4.89,-8.77,-1.15,-0.69,0.65
1746729742.8167355,0.56,-9.92,-4.98,-0.62,-0.76,0.95
1746729742.8167355,2.01,-11.52,-1.3,-0.45,-0.31,0.8
1746729742.8167355,1.44,-11.41,0.73,-0.59,0.34,0.76
1746729742.825184,0.01,-11.39,0.72,-0.87,0.87,0.59
1746729742.8396583,-0.3,-8.76,0.21,-1.02,1.38,0.21
1746729742.8510756,0.21,-6.45,-1.77,-1.08,1.68,-0.16
1746729742.8593748,-0.17,-3.63,-4.56,-0.86,1.54,-0.52
1746729742.8678555,0.27,-1.74,-5.28,-0.38,0.95,-0.73
1746729742.8763387,1.0,-1.91,-5.37,0.43,0.54,-0.76
1746729742.917589,1.09,-2.83,-3.58,1.15,0.03,-0.69
1746729742.917589,1.34,-3.42,-0.84,1.67,-0.18,-0.7
1746729742.917589,1.53,-5.55,2.6,2.31,-0.29,-0.75
1746729742.917589,1.37,-4.11,7.8,2.96,0.09,-0.98
1746729742.926097,0.12,-16.5,-4.66,1.43,2.29,-2.56
1746729742.9346373,-3.35,-6.51,-9.07,-0.11,0.48,-1.62
1746729742.9510763,-0.21,-1.11,-29.42,2.76,-3.77,-1.76
1746729742.9594285,1.31,-19.61,9.8,4.37,-3.21,0.07
1746729742.9678802,5.33,-19.61,9.63,3.35,-3.06,0.38
1746729742.9763863,10.4,-19.61,9.8,0.42,0.27,-0.22
1746729743.0180397,-1.36,-18.11,3.27,0.09,4.37,-1.67
1746729743.0180397,-0.84,-3.5,-9.25,-2.19,2.92,-0.75
1746729743.0180397,-2.79,-0.07,-24.61,-2.61,1.43,-1.05
1746729743.0264091,-5.07,-4.61,-17.82,-0.67,-0.53,-0.66
1746729743.0264091,-4.07,-5.59,-16.15,0.74,-0.13,-0.47
1746729743.034674,-3.82,-14.44,-15.15,2.59,-1.24,-0.12
1746729743.0509615,-3.37,-11.41,-7.46,1.8,-0.7,0.2
1746729743.0591362,-1.08,-13.52,-5.36,1.43,-0.57,0.16
1746729743.067417,-0.86,-14.22,-3.91,0.62,0.09,-0.13
1746729743.0758424,-1.15,-11.53,-6.6,-0.13,0.59,-0.52
1746729743.1004443,-1.11,-8.38,-10.77,-0.42,0.53,-0.63
1746729743.1004443,-0.77,-7.48,-12.3,-0.07,0.11,-0.42
1746729743.1089957,-0.8,-8.68,-11.25,0.39,-0.22,-0.2
1746729743.1174865,-0.08,-10.15,-9.02,0.43,-0.25,-0.09
1746729743.1259236,-0.57,-10.9,-8.4,0.32,-0.09,-0.17
1746729743.134498,-0.46,-10.69,-8.57,0.19,0.08,-0.22
1746729743.1508791,-0.63,-9.76,-9.43,0.12,0.14,-0.24
1746729743.159287,-0.89,-9.17,-9.87,0.18,0.06,-0.17
1746729743.1677468,-0.85,-9.19,-10.11,0.22,-0.05,-0.14
1746729743.176304,-0.45,-9.53,-9.49,0.29,-0.16,-0.1
1746729743.217693,-0.37,-10.4,-8.76,0.27,-0.1,-0.1
1746729743.217693,-0.5,-10.41,-8.52,0.2,0.05,-0.11
1746729743.217693,-0.63,-9.88,-9.09,0.09,0.06,-0.16
1746729743.225907,-0.76,-9.6,-9.53,0.09,0.03,-0.17
1746729743.225907,-0.64,-9.56,-9.62,0.14,-0.03,-0.16
1746729743.2343202,-0.66,-9.67,-9.68,0.19,-0.11,-0.1
1746729743.250711,-0.6,-9.69,-9.37,0.24,-0.12,-0.1
1746729743.2591627,-0.87,-10.02,-9.24,0.2,-0.18,-0.08
1746729743.2675803,-0.57,-9.88,-9.4,0.15,-0.08,-0.17
1746729743.2760355,-0.43,-10.05,-9.07,0.17,-0.09,-0.17
1746729743.309038,-0.48,-9.74,-9.01,0.21,-0.06,-0.18
1746729743.309038,-0.4,-9.91,-9.03,0.23,-0.07,-0.18
1746729743.309038,-0.51,-9.84,-8.98,0.26,-0.06,-0.15
1746729743.3174813,-0.22,-9.73,-9.03,0.33,-0.02,-0.12
1746729743.32594,-0.41,-9.52,-9.43,0.4,-0.02,-0.01
1746729743.3396318,-0.96,-10.16,-9.15,0.39,-0.27,0.1
1746729743.3516805,0.18,-9.57,-9.18,0.31,-0.12,0.02
1746729743.3600047,-0.66,-10.87,-8.54,0.19,-0.34,0.06
1746729743.368449,-0.39,-10.2,-8.44,0.17,-0.02,0.05
1746729743.3783412,-0.33,-9.88,-9.05,0.16,0.11,-0.02
1746729743.4206073,0.19,-9.55,-9.13,0.23,0.07,-0.04
1746729743.4289718,-0.17,-9.91,-9.29,0.34,-0.1,0.03
1746729743.4289718,-0.71,-10.01,-9.4,0.35,-0.05,-0.05
1746729743.4343078,-0.32,-9.99,-8.78,0.26,-0.19,-0.01
1746729743.4343078,0.21,-9.47,-8.04,0.31,-0.15,-0.07
1746729743.4343078,-1.18,-10.08,-8.33,0.38,-0.09,-0.03
1746729743.4505653,-0.22,-9.62,-10.49,0.52,-0.03,-0.18
1746729743.4590154,-0.57,-10.12,-9.36,0.55,-0.19,-0.18
1746729743.467483,0.17,-10.84,-9.09,0.65,-0.05,-0.28
1746729743.4759452,-0.28,-10.43,-9.42,0.71,-0.05,-0.28
1746729743.5174785,-2.21,-12.83,-6.44,0.52,0.6,-0.93
1746729743.5174785,-0.05,-9.91,-11.28,0.63,0.43,-0.56
1746729743.5174785,-0.9,-9.06,-10.4,1.34,-0.16,-0.07
1746729743.5257638,-0.3,-11.42,-9.25,1.31,-0.35,-0.12
1746729743.5257638,-0.33,-11.34,-9.37,1.28,-0.17,-0.32
1746729743.5421793,-0.79,-10.36,-10.11,1.49,-0.19,-0.28
1746729743.550477,0.52,-9.81,-9.42,1.77,-0.32,-0.47
1746729743.5589588,-0.8,-11.04,-9.04,1.92,-0.36,-0.46
1746729743.5673826,-0.65,-11.31,-10.66,2.0,-0.26,-0.67
1746729743.5758681,-0.49,-11.41,-10.94,2.26,-0.26,-0.71
1746729743.6089313,-0.8,-12.13,-10.95,2.51,-0.38,-0.76
1746729743.6089313,-1.14,-12.11,-11.6,2.83,-0.36,-0.85
1746729743.6089313,-0.95,-12.52,-12.11,3.26,-0.43,-0.91
1746729743.617125,-0.37,-11.57,-12.47,3.76,-0.45,-1.0
1746729743.6310773,-0.65,-12.03,-12.08,4.37,-0.65,-0.71
1746729743.641528,0.24,-11.6,-10.38,4.37,-1.13,-0.15
1746729743.6513238,0.8,-13.25,-7.17,4.37,-1.69,0.19
1746729743.6608796,1.02,-13.92,0.57,4.37,-1.85,0.13
1746729743.6657314,0.05,-15.35,4.16,4.37,-1.11,-0.65
1746729743.6740305,-1.02,-16.44,2.03,4.06,-0.09,-1.57
1746729743.6986272,-5.37,-10.93,-2.66,3.61,0.51,-2.09
1746729743.706887,-2.4,-7.66,-2.45,3.87,-0.2,-2.34
1746729743.706887,5.32,-16.68,-1.61,3.11,-1.01,-1.65
1746729743.715061,5.57,-19.61,-7.61,1.78,-0.11,-0.91
1746729743.7313304,6.96,-18.36,-14.2,0.06,0.04,-0.64
1746729743.739865,-1.52,-3.81,-14.87,-1.29,-1.04,0.83
