t,mode,S,prom
3.892,5.0,5.0,0.002295410737860948
3.902,5.0,5.0,0.0018823053804226217
3.912,5.0,5.0,0.0008776538772508502
3.922,5.0,5.0,-0.0008242595242336394
3.932,5.0,5.0,-0.003305322607047856
3.942,5.0,5.0,-0.005786385689862073
3.952,5.0,5.0,-0.007065398315899074
3.962,5.0,5.0,-0.0072879878571256995
3.972,5.0,5.0,-0.007857503066770733
3.982,5.0,5.0,-0.009506726393010468
3.992,5.0,5.0,-0.01195563804358244
4.002,5.0,5.0,-0.013412495888769627
4.012,5.0,5.0,-0.014722642302513123
4.022,5.0,5.0,-0.016341477259993555
4.032,5.0,5.0,-0.01768067115917802
4.042,5.0,5.0,-0.01907916124910116
4.052,5.0,5.0,-0.02066330695524812
4.062,5.0,5.0,-0.02224745266139507
4.072,5.0,5.0,-0.02412158101797104
4.082,5.0,5.0,-0.025286366418004035
4.092,5.0,5.0,-0.025926877185702323
4.102,5.0,5.0,-0.02644323967397213
4.112,5.0,5.0,-0.02695960216224193
4.122,5.0,5.0,-0.027204446867108344
4.132,5.0,5.0,-0.02725950125604868
4.142,5.0,5.0,-0.026948863081634043
4.152,5.0,5.0,-0.026155466213822365
4.162,5.0,5.0,-0.025362069346010686
4.172,5.0,5.0,-0.02467366959899664
4.183,5.0,5.0,-0.0243257200345397
4.193,5.0,5.0,-0.024049284495413305
4.203,5.0,5.0,-0.023756242543458934
4.213,5.0,5.0,-0.02346320059150457
4.223,5.0,5.0,-0.023068268597126008
4.233,5.0,5.0,-0.022676612809300424
4.243,5.0,5.0,-0.02261170987039805
4.253,5.0,5.0,-0.023107897490262985
4.263,5.0,5.0,-0.023604085110127924
4.273,5.0,5.0,-0.02449569068849087
4.283,5.0,5.0,-0.025083354488015176
4.293,5.0,5.0,-0.024822153523564337
4.303,5.0,5.0,-0.024870465137064455
4.313,5.0,5.0,-0.023823389038443565
4.323,5.0,5.0,-0.022023163828998805
4.333,5.0,5.0,-0.01944093075580895
4.343,5.0,5.0,-0.01712225687224418
4.353,5.0,5.0,-0.014433604851365089
4.363,5.0,5.0,-0.01249887142330408
4.373,5.0,5.0,-0.008725255914032457
4.383,5.0,5.0,-0.002601609192788601
4.393,5.0,5.0,0.003706632368266583
4.403,5.0,5.0,0.010014873929321766
4.413,5.0,5.0,0.015636134333908557
4.423,5.0,5.0,0.021432301867753262
4.433,5.0,5.0,0.026452756719663736
4.443,5.0,5.0,0.030756426346488296
4.453,5.0,5.0,0.03590210247784853
4.463,5.0,5.0,0.041801697202026845
4.473,5.0,5.0,0.046583431959152224
4.483,5.0,5.0,0.04697605855762958
4.493,5.0,5.0,0.04763319343328476
4.503,5.0,5.0,0.050715967267751697
4.513,5.0,5.0,0.04994134977459908
4.523,5.0,5.0,0.04772894904017448
4.533,5.0,5.0,0.042103329394012685
4.543,5.0,5.0,0.039261557627469294
4.553,5.0,5.0,0.034417621418833734
4.563,5.0,5.0,0.02642454206943512
4.573,5.0,5.0,0.018333860486745835
4.583,5.0,5.0,0.01259252205491066
4.593,5.0,5.0,0.005714119784533978
4.603,5.0,5.0,-0.006120649166405201
4.613,5.0,5.0,-0.015028713457286355
4.623,5.0,5.0,-0.023936777748167517
4.633,5.0,5.0,-0.02729734731838107
4.643,5.0,5.0,-0.03385592205449939
4.653,5.0,5.0,-0.041588254459202285
4.663,5.0,5.0,-0.04617144372314215
4.673,5.0,5.0,-0.04908175747841596
4.683,5.0,5.0,-0.05247255433350802
4.693,5.0,5.0,-0.05834376625716686
4.703,5.0,5.0,-0.06140701957046986
4.713,5.0,5.0,-0.06394799277186394
4.723,5.0,5.0,-0.06528844200074672
4.733,5.0,5.0,-0.07042177058756352
4.743,5.0,5.0,-0.0748405136168003
4.753,5.0,5.0,-0.07530608847737312
4.763,5.0,5.0,-0.07577166333794595
4.773,5.0,5.0,-0.0790213692933321
4.783,5.0,5.0,-0.08440914675593376
4.793,5.0,5.0,-0.08590269684791564
4.804,5.0,5.0,-0.08679820075631142
4.814,5.0,5.0,-0.0876937046647072
4.824,5.0,5.0,-0.09167704880237577
4.834,5.0,5.0,-0.09261161535978317
4.844,5.0,5.0,-0.08917600587010384
4.854,5.0,5.0,-0.08654427528381348
4.864,5.0,5.0,-0.0839125446975231
4.874,5.0,5.0,-0.07875610589981079
4.884,5.0,5.0,-0.06962077729403973
4.894,5.0,5.0,-0.06406291015446186
4.904,5.0,5.0,-0.061596411839127535
4.914,5.0,5.0,-0.059129913523793216
4.924,5.0,5.0,-0.05491405017673969
4.934,5.0,5.0,-0.05272513814270496
4.944,5.0,5.0,-0.05416660718619824
4.954,5.0,5.0,-0.05356449149549007
4.964,5.0,5.0,-0.05296237580478192
4.974,5.0,5.0,-0.05122161377221346
4.984,5.0,5.0,-0.05248051192611456
