3.0000000000000001e-03	3.0358321666717529e+00	5.3281764984130859e+00	1.0091104507446289e+01	3.9967264980077744e-02	1.3766661286354065e-01	-2.0909553766250610e-01	
8.0000000000000002e-03	2.9702446460723877e+00	5.4963302612304688e+00	1.0015945434570312e+01	4.1294466704130173e-02	1.4130023121833801e-01	-2.1559955179691315e-01	
1.2999999999999999e-02	3.1668145656585693e+00	5.4325480461120605e+00	1.0091180801391602e+01	3.7783261388540268e-02	1.3854742050170898e-01	-2.1331234276294708e-01	
1.9000000000000000e-02	3.1493618488311768e+00	5.3319301605224609e+00	9.9322910308837891e+00	3.6583259701728821e-02	1.3729462027549744e-01	-2.1605554223060608e-01	
2.3000000000000000e-02	3.1075248718261719e+00	5.3800406455993652e+00	1.0076838493347168e+01	3.6364857107400894e-02	1.4162422716617584e-01	-2.1648034453392029e-01	
2.8000000000000001e-02	3.0912625789642334e+00	5.4561352729797363e+00	9.9665441513061523e+00	3.7128061056137085e-02	1.3765461742877960e-01	-2.1247233450412750e-01	
3.3000000000000002e-02	3.0394225120544434e+00	5.3028326034545898e+00	1.0043161392211914e+01	3.4574456512928009e-02	1.3498581945896149e-01	-2.0990914106369019e-01	
3.7999999999999999e-02	2.9635248184204102e+00	5.3847351074218750e+00	9.8894081115722656e+00	3.2460052520036697e-02	1.3354341685771942e-01	-2.1049953997135162e-01	
4.2999999999999997e-02	2.8980526924133301e+00	5.3280854225158691e+00	9.9211168289184570e+00	3.1908050179481506e-02	1.3420102000236511e-01	-2.0747312903404236e-01	
4.8000000000000001e-02	2.8640301227569580e+00	5.4610934257507324e+00	9.8463611602783203e+00	3.2160051167011261e-02	1.2858021259307861e-01	-2.0269232988357544e-01	
5.2999999999999999e-02	2.9502766132354736e+00	5.3969988822937012e+00	9.9745216369628906e+00	3.3208854496479034e-02	1.2168019264936447e-01	-1.9711232185363770e-01	
5.8000000000000003e-02	2.6995244026184082e+00	5.3677287101745605e+00	9.9628572463989258e+00	3.2210450619459152e-02	1.2340100109577179e-01	-1.9735471904277802e-01	
6.2000000000000000e-02	2.7877676486968994e+00	5.4669542312622070e+00	9.9106044769287109e+00	3.1305648386478424e-02	1.2203779816627502e-01	-1.9418190419673920e-01	
6.7000000000000004e-02	2.7778987884521484e+00	5.5012264251708984e+00	9.9844379425048828e+00	2.9978448525071144e-02	1.1759778857231140e-01	-1.9025310873985291e-01	
7.1999999999999995e-02	2.7523052692413330e+00	5.5006313323974609e+00	1.0019497871398926e+01	3.0998449772596359e-02	1.1741539090871811e-01	-1.9185630977153778e-01	
7.6999999999999999e-02	2.8751661777496338e+00	5.5063385963439941e+00	9.9358816146850586e+00	2.9114445671439171e-02	1.1344098299741745e-01	-1.9123950600624084e-01	
8.2000000000000003e-02	2.8265132904052734e+00	5.5305786132812500e+00	9.8943233489990234e+00	2.9498446732759476e-02	1.1425217986106873e-01	-1.9039469957351685e-01	
8.6999999999999994e-02	2.8046445846557617e+00	5.5330505371093750e+00	1.0004655838012695e+01	3.1029649078845978e-02	1.1614338308572769e-01	-1.9084830582141876e-01	
9.1999999999999998e-02	2.7330858707427979e+00	5.4984903335571289e+00	9.9979743957519531e+00	2.8838446363806725e-02	1.1944819241762161e-01	-1.9051469862461090e-01	
9.7000000000000003e-02	2.8154923915863037e+00	5.5911736488342285e+00	9.9656991958618164e+00	2.9961647465825081e-02	1.1925859004259109e-01	-1.9283071160316467e-01	
1.0199999999999999e-01	2.7441451549530029e+00	5.6385593414306641e+00	1.0091152191162109e+01	3.0453648418188095e-02	1.2183859199285507e-01	-1.9419631361961365e-01	
1.0700000000000000e-01	2.8599021434783936e+00	5.6310667991638184e+00	9.9904766082763672e+00	2.7504043653607368e-02	1.2266899645328522e-01	-1.9694431126117706e-01	
1.1200000000000000e-01	2.8383021354675293e+00	5.7054667472839355e+00	1.0076330184936523e+01	2.7285642921924591e-02	1.2532339990139008e-01	-1.9947631657123566e-01	
1.1700000000000001e-01	2.9354734420776367e+00	5.6961884498596191e+00	1.0007843017578125e+01	2.7602443471550941e-02	1.2771140038967133e-01	-1.9887152314186096e-01	
1.2200000000000000e-01	3.0025775432586670e+00	5.6746072769165039e+00	9.9756736755371094e+00	2.2442435845732689e-02	1.2817700207233429e-01	-1.9869151711463928e-01	
1.2700000000000000e-01	2.9019117355346680e+00	5.6483659744262695e+00	9.8409852981567383e+00	2.1662434563040733e-02	1.2802819907665253e-01	-1.9601070880889893e-01	
1.3200000000000001e-01	2.8219437599182129e+00	5.6953868865966797e+00	9.8974428176879883e+00	2.2353636100888252e-02	1.2774020433425903e-01	-1.9871312379837036e-01	
1.3700000000000001e-01	2.9127023220062256e+00	5.7267403602600098e+00	9.8977689743041992e+00	2.2130435332655907e-02	1.2453620135784149e-01	-1.9326990842819214e-01	
1.4199999999999999e-01	2.8544108867645264e+00	5.8919615745544434e+00	9.9096546173095703e+00	2.0997634157538414e-02	1.2077779322862625e-01	-1.9226910173892975e-01	
1.4599999999999999e-01	2.7674155235290527e+00	5.6612396240234375e+00	9.9955739974975586e+00	1.8854429945349693e-02	1.1963298916816711e-01	-1.8864990770816803e-01	
1.5100000000000000e-01	2.8504364490509033e+00	5.9127888679504395e+00	1.0032034873962402e+01	1.6958426684141159e-02	1.1793138831853867e-01	-1.8994110822677612e-01	
1.5600000000000000e-01	2.7694509029388428e+00	5.8365020751953125e+00	1.0045110702514648e+01	1.9392030313611031e-02	1.1587218195199966e-01	-1.8763470649719238e-01	
1.6100000000000000e-01	2.6395819187164307e+00	5.8180942535400391e+00	1.0033360481262207e+01	1.8636029213666916e-02	1.1494818329811096e-01	-1.8405149877071381e-01	
1.6600000000000001e-01	2.6852202415466309e+00	5.8994350433349609e+00	9.9751071929931641e+00	1.9915232434868813e-02	1.1491458117961884e-01	-1.8698909878730774e-01	
1.7100000000000001e-01	2.8763182163238525e+00	5.8897342681884766e+00	1.0047587394714355e+01	1.9240830093622208e-02	1.1397618055343628e-01	-1.8650430440902710e-01	
1.7599999999999999e-01	2.7001004219055176e+00	5.7851371765136719e+00	9.8446912765502930e+00	1.6855226829648018e-02	1.1639298498630524e-01	-1.8790349364280701e-01	
1.8099999999999999e-01	2.7818348407745361e+00	5.7317085266113281e+00	9.9800033569335938e+00	1.6317626461386681e-02	1.1503458768129349e-01	-1.8604110181331635e-01	
1.8600000000000000e-01	2.7173035144805908e+00	5.8944287300109863e+00	9.9855136871337891e+00	1.5885625034570694e-02	1.1889859288930893e-01	-1.8876029551029205e-01	
1.9100000000000000e-01	2.7920300960540771e+00	5.6943402290344238e+00	9.8985185623168945e+00	1.3473621569573879e-02	1.1562738567590714e-01	-1.8610349297523499e-01	
1.9600000000000001e-01	2.6585707664489746e+00	5.7069692611694336e+00	9.8802585601806641e+00	1.1937619186937809e-02	1.1773698776960373e-01	-1.9222830235958099e-01	
2.0100000000000001e-01	2.7827372550964355e+00	5.8258318901062012e+00	9.8671741485595703e+00	1.4961623586714268e-02	1.1815458536148071e-01	-1.8662430346012115e-01	
2.0599999999999999e-01	2.8819630146026611e+00	5.7212491035461426e+00	9.9261856079101562e+00	1.3500021770596504e-02	1.1705778539180756e-01	-1.8831869959831238e-01	
2.1099999999999999e-01	2.8273580074310303e+00	5.7919578552246094e+00	9.9402399063110352e+00	1.5638425946235657e-02	1.1967859417200089e-01	-1.9250190258026123e-01	
2.1600000000000000e-01	2.8406829833984375e+00	5.7760844230651855e+00	9.9779491424560547e+00	1.5693625435233116e-02	1.1860579252243042e-01	-1.9191390275955200e-01	
2.2100000000000000e-01	2.7772653102874756e+00	5.9026656150817871e+00	9.9741859436035156e+00	1.5933625400066376e-02	1.1921299248933792e-01	-1.8962910771369934e-01	
