t,mode,S,prom
0.0,5.0,5.0,-0.0773274064064026
0.01,5.0,5.0,-0.1546548128128052
0.02,5.0,5.0,-0.23198221921920772
0.03,5.0,5.0,-0.3093096256256104
0.04,5.0,5.0,-0.38663703203201294
0.05,5.0,5.0,-0.4639644384384155
0.06,5.0,5.0,-0.5412918448448181
0.07,5.0,10.0,-0.5400649792514741
0.08,5.0,10.0,-0.5388381136581302
0.08999999999999998,5.0,10.0,-0.5353549940511584
0.1,5.0,10.0,-0.45401808526366955
0.11,5.0,10.0,-0.37417940441519026
0.12,5.0,10.0,-0.2962372989859432
0.13,5.0,10.0,-0.21829519355669616
0.14,5.0,10.0,-0.14195294454693794
0.15,5.0,10.0,-0.06713825538754463
0.16,5.0,10.0,0.007118068076670169
0.17,5.0,10.0,0.004350435547530651
0.18,5.0,10.0,0.0015828030183911324
0.19,5.0,10.0,-0.0023327323608100413
0.2,5.0,10.0,-0.008553923014551401
0.21,5.0,10.0,-0.01468202518299222
0.22,5.0,10.0,-0.018200087687000637
0.23,5.0,10.0,-0.021718150191009044
0.24,5.0,10.0,-0.024359010811895128
0.25,5.0,10.0,-0.027274390589445828
0.26,5.0,10.0,-0.02913859086111188
0.27,5.0,10.0,-0.03060577716678381
0.28,5.0,10.0,-0.03207296347245574
0.29,5.0,10.0,-0.034428197890520096
0.3,5.0,10.0,-0.03623466026037932
0.31,5.0,10.0,-0.03771485146135092
0.32,5.0,10.0,-0.039650651253759855
0.33,5.0,10.0,-0.0415864510461688
0.34,5.0,10.0,-0.04017104562371969
0.35,5.0,10.0,-0.034952077688649295
0.36,5.0,10.0,-0.03084815540350973
0.37,5.0,10.0,-0.029949878016486763
0.38,5.0,10.0,-0.02905160062946379
0.39,5.0,10.0,-0.030281088920310135
0.4,5.0,10.0,-0.03231994998641312
0.41,5.0,10.0,-0.034408405097201465
0.42,5.0,10.0,-0.03725196090526879
0.43,5.0,10.0,-0.04009551671333611
0.44,5.0,10.0,-0.0440800987649709
0.45,5.0,10.0,-0.04662748854607344
0.46,5.0,10.0,-0.04584035351872444
0.47,5.0,10.0,-0.04243264580145478
