t,mode,S,prom
0.0,5.0,5.0,0.2811521053314209
0.01,5.0,5.0,0.5623042106628418
0.02,5.0,5.0,0.8434563159942627
0.03,5.0,5.0,1.1246084213256835
0.04,5.0,5.0,1.4057605266571045
0.05,5.0,5.0,1.6869126319885257
0.06,5.0,5.0,1.9680647373199465
0.07,5.0,5.0,1.9678973751026203
0.08,5.0,5.0,1.9673499986412932
0.08999999999999998,5.0,5.0,1.9668026221799664
0.1,5.0,5.0,1.684891711070668
0.11,5.0,5.0,1.4029658231767823
0.12,5.0,5.0,1.1209075786056928
0.13,5.0,5.0,0.8385653531062418
0.14,5.0,5.0,0.5559476969647221
0.15,5.0,5.0,0.27333004082320256
0.16,5.0,5.0,-0.009253923327196387
0.17,5.0,5.0,-0.010151683632284404
0.18,5.0,5.0,-0.010381110571324823
0.19,5.0,5.0,-0.01051635784097016
0.2,5.0,5.0,-0.010440175794065
0.21,5.0,5.0,-0.01026506843045354
0.22,5.0,5.0,-0.009868540801107885
0.23,5.0,5.0,-0.009235106082633138
0.24,5.0,5.0,-0.008662130450829862
0.25,5.0,5.0,-0.008089154819026589
0.26,5.0,5.0,-0.008022304577752947
0.27,5.0,5.0,-0.008750149374827742
0.28,5.0,5.0,-0.010045685479417444
0.29,5.0,5.0,-0.011348331719636916
0.3,5.0,5.0,-0.012650977959856391
0.31,5.0,5.0,-0.013794912165030836
0.32,5.0,5.0,-0.014950268762186168
0.33,5.0,5.0,-0.016138414107263088
0.34,5.0,5.0,-0.017194190714508294
0.35,5.0,5.0,-0.0182499673217535
0.36,5.0,5.0,-0.01906850002706051
0.37,5.0,5.0,-0.019568438455462456
0.38,5.0,5.0,-0.019524241797626015
0.39,5.0,5.0,-0.01886198837310076
0.4,5.0,5.0,-0.018199734948575495
0.41,5.0,5.0,-0.016913479566574095
0.42,5.0,5.0,-0.015015308489091694
0.43,5.0,5.0,-0.012815920659340918
0.44,5.0,5.0,-0.010564650152809918
0.45,5.0,5.0,-0.008313379646278918
0.46,5.0,5.0,-0.005853509926237166
0.47,5.0,5.0,-0.003068539849482477
0.48,5.0,5.0,-0.00031804589089006184
0.49,5.0,5.0,0.0020286011742427943
0.5,5.0,5.0,0.004375248239375651
0.51,5.0,5.0,0.006173104816116393
0.52,5.0,5.0,0.007507006404921412
0.53,5.0,5.0,0.008817366370931267
0.54,5.0,5.0,0.010291227279230953
0.55,5.0,5.0,0.011765088187530637
0.56,5.0,5.0,0.013092700066044929
0.57,5.0,5.0,0.013829468376934528
0.58,5.0,5.0,0.014335949905216694
0.59,5.0,5.0,0.014525293000042438
0.6,5.0,5.0,0.014714636094868182
0.61,5.0,5.0,0.014894923381507396
0.62,5.0,5.0,0.014908342435956002
0.63,5.0,5.0,0.01457055564969778
0.64,5.0,5.0,0.01467033550143242
0.65,5.0,5.0,0.014770115353167057
0.66,5.0,5.0,0.015054207295179369
0.67,5.0,5.0,0.015297747030854226
0.68,5.0,5.0,0.015845206566154957
0.69,5.0,5.0,0.01575975166633725
0.7,5.0,5.0,0.015674296766519547
0.71,5.0,5.0,0.014127641450613735
0.72,5.0,5.0,0.012386472569778562
0.73,5.0,5.0,0.010528429271653294
0.74,5.0,5.0,0.008312238939106464
0.75,5.0,5.0,0.006096048606559634
0.76,5.0,5.0,0.004305728932376951
0.77,5.0,5.0,0.002864900475833565
0.78,5.0,5.0,0.00138418193673715
0.79,5.0,5.0,0.0005522368592210114
0.8,5.0,5.0,-0.00036304731620475647
0.81,5.0,5.0,-0.0009504384244792163
0.8199999999999998,5.0,5.0,-0.0016092894016765055
0.8299999999999998,5.0,5.0,-0.0023194448440335687
0.8399999999999999,5.0,5.0,-0.0031208825181238352
0.85,5.0,5.0,-0.004724875127431005
0.86,5.0,5.0,-0.006477485341019928
0.87,5.0,5.0,-0.007714174455031752
0.88,5.0,5.0,-0.009231151756830511
0.89,5.0,5.0,-0.010748129058629274
0.9,5.0,5.0,-0.011432134639471767
0.91,5.0,5.0,-0.011252603074535728
0.92,5.0,5.0,-0.01191421332769096
0.93,5.0,5.0,-0.012404475873336197
0.94,5.0,5.0,-0.013159601343795657
0.95,5.0,5.0,-0.013112171879038214
0.96,5.0,5.0,-0.01395667321048677
0.97,5.0,5.0,-0.014444668544456364
0.98,5.0,5.0,-0.01433563488535583
0.9900000000000002,5.0,5.0,-0.014386731153354048
1.0,5.0,5.0,-0.015187460044398905
1.01,5.0,5.0,-0.01511729727499187
1.02,5.0,5.0,-0.013861987297423184
1.03,5.0,5.0,-0.01314556144643575
1.04,5.0,5.0,-0.011650141165591776
1.05,5.0,5.0,-0.010154720884747804
1.06,5.0,5.0,-0.008319858531467616
1.07,5.0,5.0,-0.007821174687705934
