t,mode,S,prom
0.0,5.0,5.0,0.0
0.01,5.0,5.0,0.0
0.02,5.0,5.0,0.0
0.03,5.0,5.0,0.0
0.04,5.0,5.0,0.0
0.05,5.0,5.0,0.0
0.06,5.0,5.0,0.0
0.07,5.0,5.0,0.0008090105839073658
0.08,5.0,5.0,0.0028411083854734897
0.08999999999999998,5.0,5.0,0.003771957289427519
0.1,5.0,5.0,0.004702806193381548
0.11,5.0,5.0,0.0026560290716588497
0.12,5.0,5.0,-0.0010526598431169986
0.13,5.0,5.0,-0.004243041668087244
0.14,5.0,5.0,-0.005899133440107107
0.15,5.0,5.0,-0.007555225212126969
0.16,5.0,5.0,-0.008223040960729122
0.17,5.0,5.0,-0.010022464115172623
0.18,5.0,5.0,-0.014123481418937444
0.19,5.0,5.0,-0.017801986541599035
0.2,5.0,5.0,-0.021480491664260627
0.21,5.0,5.0,-0.02227779505774379
0.22,5.0,5.0,-0.02145377164706588
0.23,5.0,5.0,-0.02136439932510257
0.24,5.0,5.0,-0.023083492089062928
0.25,5.0,5.0,-0.024802584853023286
0.26,5.0,5.0,-0.0274327976629138
0.27,5.0,5.0,-0.029306285455822943
0.28,5.0,5.0,-0.029412290453910823
0.29,5.0,5.0,-0.028147578146308656
0.3,5.0,5.0,-0.02688286583870649
0.31,5.0,5.0,-0.02523889858275652
0.32,5.0,5.0,-0.02402504608035088
0.33,5.0,5.0,-0.023221334815025328
0.34,5.0,5.0,-0.021807026863098145
0.35,5.0,5.0,-0.02039271891117096
0.36,5.0,5.0,-0.01856875866651535
0.37,5.0,5.0,-0.017415032908320426
0.38,5.0,5.0,-0.017354401014745235
0.39,5.0,5.0,-0.017884101439267396
0.4,5.0,5.0,-0.01778173614293337
0.41,5.0,5.0,-0.01796220149844885
0.42,5.0,5.0,-0.017380347289144994
0.43,5.0,5.0,-0.016433474142104387
0.44,5.0,5.0,-0.0161705887876451
0.45,5.0,5.0,-0.016149203386157752
0.46,5.0,5.0,-0.01661462625488639
0.47,5.0,5.0,-0.01645461153239012
0.48,5.0,5.0,-0.014705233369022607
0.49,5.0,5.0,-0.011718563828617334
0.5,5.0,5.0,-0.009363960009068249
0.51,5.0,5.0,-0.006168607901781796
0.52,5.0,5.0,-0.003647533152252436
0.53,5.0,5.0,-0.001928747212514281
0.54,5.0,5.0,-0.0005757722305133939
0.55,5.0,5.0,0.0010187027044594287
0.56,5.0,5.0,0.0018387206830084324
0.57,5.0,5.0,0.003457856480963528
0.58,5.0,5.0,0.01008964276406914
0.59,5.0,5.0,0.022142597124911845
0.6,5.0,5.0,0.03419555148575455
0.61,5.0,5.0,0.04329767713788897
0.62,5.0,5.0,0.044879541941918434
0.63,5.0,5.0,0.049565487331710754
0.64,5.0,5.0,0.06971475924365224
0.65,5.0,5.0,0.0898640311555937
0.66,5.0,5.0,0.12042398185003549
0.67,5.0,5.0,0.14581104107201098
0.68,5.0,5.0,0.16000645719468592
0.69,5.0,5.0,0.16674391590058804
0.7,5.0,5.0,0.17348137460649013
0.71,5.0,5.0,0.18071437887847425
0.72,5.0,5.0,0.19032153859734532
0.73,5.0,5.0,0.18703037425875663
0.74,5.0,5.0,0.15810533463954926
0.75,5.0,5.0,0.12918029502034187
0.761,5.0,5.0,0.08936548084020614
0.771,5.0,5.0,0.05371749773621559
0.781,5.0,5.0,0.02245684489607811
0.791,5.0,5.0,-0.008105958253145218
0.801,5.0,5.0,-0.03782099261879921
0.811,5.0,5.0,-0.06491948813199996
0.8209999999999998,5.0,5.0,-0.08627195432782173
0.8309999999999998,5.0,5.0,-0.09620570614933968
0.8409999999999999,5.0,5.0,-0.09525553211569786
0.851,5.0,5.0,-0.09324878901243208
0.861,5.0,5.0,-0.08960705623030663
0.871,5.0,5.0,-0.08624090701341629
0.881,5.0,5.0,-0.08177882134914398
0.891,5.0,5.0,-0.07731673568487167
0.901,5.0,5.0,-0.07334960475564004
0.911,5.0,5.0,-0.07065806686878204
0.921,5.0,5.0,-0.06829581782221794
0.931,5.0,5.0,-0.06691237092018128
0.941,5.0,5.0,-0.06552892401814461
0.951,5.0,5.0,-0.06568668261170388
0.961,5.0,5.0,-0.06598401591181755
0.971,5.0,5.0,-0.0660321868956089
0.981,5.0,5.0,-0.06714092865586281
0.9910000000000002,5.0,5.0,-0.06824967041611671
1.001,5.0,5.0,-0.07076848447322845
1.011,5.0,5.0,-0.07413201853632927
1.021,5.0,5.0,-0.07843305170536041
1.031,5.0,5.0,-0.08350777998566628
1.041,5.0,5.0,-0.08858250826597212
1.051,5.0,5.0,-0.09433272927999496
1.061,5.0,5.0,-0.10043579041957856
1.071,5.0,5.0,-0.10557325184345244
1.081,5.0,5.0,-0.1091331496834755
1.091,5.0,5.0,-0.11269304752349854
1.101,5.0,5.0,-0.11495791375637054
1.111,5.0,5.0,-0.1160322032868862
1.121,5.0,5.0,-0.11572052538394928
1.131,5.0,5.0,-0.11366225779056548
1.141,5.0,5.0,-0.1116039901971817
1.151,5.0,5.0,-0.10798544064164162
1.161,5.0,5.0,-0.10438595712184906
1.171,5.0,5.0,-0.10229138880968094
1.181,5.0,5.0,-0.10166110023856165
1.191,5.0,5.0,-0.10103081166744232
1.201,5.0,5.0,-0.10154058262705803
1.211,5.0,5.0,-0.10339449867606162
1.221,5.0,5.0,-0.10694537088274957
1.231,5.0,5.0,-0.11287677437067033
1.241,5.0,5.0,-0.11880817785859107
1.251,5.0,5.0,-0.12684173583984376
1.261,5.0,5.0,-0.1354451097548008
1.271,5.0,5.0,-0.14455637708306313
1.281,5.0,5.0,-0.1561149403452873
1.291,5.0,5.0,-0.16767350360751151
1.301,5.0,5.0,-0.18157691210508348
1.311,5.0,5.0,-0.19424292147159575
1.321,5.0,5.0,-0.2025577545166016
1.331,5.0,5.0,-0.20488723963499073
1.341,5.0,5.0,-0.20721672475337985
