timestamp,ax,ay,az,gx,gy,gz,roll,pitch_k,acc_norm,gyro_norm,classe_prevista_raw,classe_prevista,delay_ms
1784901643001,0.0665912,0.6664,-0.113319,0.0318946,-0.177262,0.134406,90.5997,-5.11519,1.01852,0.381886,0,0,3.245
1784901643014,0.077,0.800,-0.133,0.020,-0.116,0.078,94.757,-5.185,1.017,0.021,0,0,3.249
1784901643027,0.083,0.857,-0.144,0.015,-0.087,0.059,96.401,-5.265,1.020,0.013,0,0,3.224
1784901643041,0.087,0.891,-0.149,0.013,-0.070,0.049,97.113,-5.369,1.027,0.013,0,0,3.241
1784901643054,0.089,0.912,-0.153,0.012,-0.059,0.041,97.640,-5.414,1.023,0.013,0,0,3.229
1784901643067,0.090,0.926,-0.156,0.011,-0.051,0.036,97.995,-5.402,1.022,0.012,0,0,3.232
1784901643081,0.091,0.937,-0.157,0.010,-0.046,0.032,98.196,-5.421,1.020,0.012,0,0,3.523
1784901643094,0.092,0.945,-0.159,0.009,-0.042,0.029,98.442,-5.438,1.022,0.014,0,0,3.231
1784901643107,0.093,0.952,-0.158,0.009,-0.038,0.027,98.485,-5.467,1.028,0.012,0,0,3.232
1784901643121,0.094,0.957,-0.159,0.009,-0.035,0.025,98.617,-5.476,1.016,0.015,0,0,3.232
1784901643134,0.094,0.960,-0.160,0.009,-0.033,0.023,98.691,-5.500,1.014,0.013,0,0,3.226
1784901643147,0.094,0.963,-0.160,0.008,-0.031,0.022,98.792,-5.490,1.013,0.009,0,0,3.223
1784901643161,0.095,0.966,-0.161,0.008,-0.029,0.021,98.896,-5.507,1.018,0.009,0,0,3.227
1784901643174,0.095,0.969,-0.162,0.007,-0.027,0.019,98.967,-5.471,1.020,0.010,0,0,3.228
1784901643187,0.095,0.971,-0.162,0.007,-0.026,0.018,99.025,-5.472,1.018,0.011,0,0,3.231
1784901643201,0.095,0.973,-0.163,0.007,-0.025,0.017,99.084,-5.470,1.018,0.011,0,0,3.236
1784901643214,0.095,0.974,-0.163,0.007,-0.024,0.017,99.152,-5.482,1.013,0.012,0,0,3.218
1784901643227,0.095,0.976,-0.164,0.007,-0.023,0.016,99.203,-5.466,1.021,0.014,0,0,3.239
1784901643241,0.095,0.978,-0.164,0.007,-0.022,0.015,99.266,-5.449,1.018,0.012,0,0,3.223
1784901643255,0.095,0.979,-0.165,0.006,-0.021,0.015,99.347,-5.464,1.024,0.011,0,0,3.287
1784901643268,0.095,0.980,-0.165,0.006,-0.021,0.014,99.375,-5.448,1.014,0.011,0,0,3.276
1784901643282,0.096,0.981,-0.165,0.006,-0.020,0.014,99.370,-5.475,1.013,0.010,0,0,3.356
1784901643296,0.096,0.982,-0.165,0.005,-0.020,0.013,99.338,-5.465,1.016,0.012,0,0,4.274
1784901643309,0.096,0.983,-0.165,0.005,-0.019,0.013,99.347,-5.494,1.025,0.010,0,0,3.224
1784901643324,0.096,0.984,-0.165,0.005,-0.019,0.013,99.325,-5.473,1.016,0.010,0,0,4.319
1784901643337,0.096,0.985,-0.165,0.005,-0.018,0.012,99.327,-5.443,1.019,0.009,0,0,3.227
1784901643352,0.096,0.986,-0.165,0.005,-0.017,0.012,99.339,-5.457,1.026,0.008,0,0,4.350
1784901643365,0.096,0.987,-0.165,0.005,-0.017,0.011,99.365,-5.509,1.026,0.010,0,0,3.246
1784901643379,0.096,0.988,-0.165,0.005,-0.016,0.011,99.375,-5.487,1.018,0.011,0,0,3.865
1784901643392,0.096,0.988,-0.166,0.005,-0.016,0.011,99.401,-5.497,1.020,0.011,2,2,18.254
1784901643421,0.096,0.989,-0.166,0.005,-0.016,0.010,99.428,-5.469,1.020,0.011,2,2,3.244
1784901643434,0.096,0.990,-0.166,0.005,-0.015,0.010,99.439,-5.475,1.023,0.011,2,2,3.262
1784901643447,0.096,0.990,-0.166,0.005,-0.015,0.010,99.424,-5.445,1.015,0.012,2,2,3.267
1784901643461,0.096,0.991,-0.166,0.005,-0.015,0.010,99.464,-5.435,1.018,0.013,2,2,3.232
1784901643475,0.096,0.991,-0.166,0.005,-0.015,0.010,99.467,-5.440,1.020,0.010,2,2,4.470
1784901643489,0.096,0.991,-0.166,0.004,-0.014,0.010,99.489,-5.415,1.017,0.012,2,2,3.233
1784901643502,0.096,0.992,-0.167,0.004,-0.014,0.010,99.514,-5.404,1.016,0.014,2,2,3.231
1784901643515,0.096,0.992,-0.166,0.004,-0.014,0.010,99.476,-5.398,1.019,0.014,2,2,3.243
