time,ax,ay,az,gx,gy,gz
1746730182.6609027,-1.18,-8.2,-7.24,0.2,-0.07,-0.02
1746730182.6692865,-1.52,-8.99,-7.71,0.18,-0.14,-0.09
1746730182.6777089,-1.17,-9.19,-7.29,0.11,-0.15,-0.14
1746730182.6860478,-0.95,-9.38,-7.48,0.08,-0.18,-0.16
1746730182.7024295,-0.29,-9.3,-7.36,0.12,-0.2,-0.18
1746730182.710958,0.23,-10.11,-6.96,0.1,-0.19,-0.13
1746730182.719414,0.38,-10.12,-6.94,0.02,-0.14,-0.04
1746730182.728231,0.04,-9.79,-7.13,-0.02,-0.11,0.04
1746730182.777567,-0.28,-9.68,-7.36,-0.05,-0.1,0.07
1746730182.777567,-0.81,-9.29,-7.42,-0.06,-0.1,0.09
1746730182.777567,-0.71,-9.17,-7.57,-0.06,-0.13,0.05
1746730182.785936,-0.95,-9.33,-7.43,-0.09,-0.14,0.03
1746730182.785936,-1.01,-9.19,-7.51,-0.13,-0.15,0.01
1746730182.785936,-1.01,-8.88,-7.54,-0.11,-0.17,-0.04
1746730182.802208,-0.82,-8.99,-7.7,-0.09,-0.21,-0.08
1746730182.8105311,-0.78,-8.97,-7.49,-0.06,-0.23,-0.11
1746730182.818934,-0.85,-9.02,-7.46,-0.02,-0.25,-0.15
1746730182.8273556,-0.6,-9.2,-7.5,0.01,-0.26,-0.17
1746730182.8602586,-0.64,-9.22,-7.55,0.03,-0.25,-0.17
1746730182.8602586,-0.71,-9.18,-7.51,0.04,-0.21,-0.18
1746730182.8602586,-0.77,-9.11,-7.52,0.08,-0.2,-0.19
1746730182.8687155,-0.5,-9.23,-7.74,0.1,-0.21,-0.2
1746730182.8771362,-0.27,-9.38,-7.84,0.12,-0.23,-0.2
1746730182.8854713,-0.27,-9.59,-7.82,0.16,-0.24,-0.18
1746730182.9019246,-0.29,-9.46,-7.6,0.24,-0.25,-0.17
1746730182.9104903,-0.66,-9.63,-7.43,0.24,-0.23,-0.14
1746730182.9190147,-0.5,-9.15,-7.53,0.2,-0.2,-0.17
1746730182.9278307,0.11,-9.42,-7.68,0.23,-0.27,-0.21
1746730182.976863,0.51,-9.47,-7.5,0.21,-0.35,-0.2
1746730182.976863,0.08,-9.98,-7.07,0.24,-0.3,-0.14
1746730182.976863,-0.21,-9.7,-6.93,0.19,-0.16,-0.08
1746730182.9850624,-0.08,-9.74,-7.63,0.12,-0.1,-0.06
1746730182.9850624,-0.2,-9.72,-7.94,0.13,-0.15,-0.05
1746730182.9931781,-0.22,-9.57,-8.17,0.23,-0.15,-0.08
1746730183.0013475,-0.19,-9.39,-8.22,0.44,-0.16,-0.14
1746730183.0098717,0.24,-10.04,-8.37,0.64,-0.22,-0.15
1746730183.0193446,0.06,-9.9,-7.86,0.75,-0.27,-0.11
1746730183.026893,-0.03,-9.8,-7.65,0.83,-0.25,-0.12
1746730183.0516317,0.12,-9.9,-7.56,0.85,-0.25,-0.13
1746730183.0516317,0.12,-9.79,-7.52,0.89,-0.25,-0.13
1746730183.060043,0.27,-9.63,-7.57,0.92,-0.25,-0.16
1746730183.068594,0.4,-9.94,-7.68,0.97,-0.31,-0.18
1746730183.08309,0.55,-10.21,-8.04,0.96,-0.38,-0.17
1746730183.093166,0.27,-10.28,-7.74,1.06,-0.42,-0.18
1746730183.1028357,0.16,-10.36,-7.94,1.12,-0.4,-0.24
1746730183.1127818,0.73,-10.64,-8.84,1.05,-0.25,-0.3
1746730183.1180046,0.13,-10.79,-9.85,1.47,-0.27,-0.24
1746730183.126224,-0.34,-10.44,-9.86,2.04,-0.28,-0.27
1746730183.1833138,-0.2,-10.42,-9.79,2.58,-0.37,-0.3
1746730183.1833138,-0.04,-11.17,-9.59,3.04,-0.37,-0.33
1746730183.1833138,-0.63,-11.71,-9.15,3.37,-0.36,-0.34
1746730183.1833138,-1.5,-11.58,-9.24,3.61,-0.36,-0.37
1746730183.1833138,-2.51,-11.23,-9.18,3.8,-0.41,-0.48
1746730183.1913507,-3.79,-11.08,-8.99,4.26,-0.48,-0.65
1746730183.1997857,-5.04,-12.16,-10.11,4.37,-0.66,-0.77
1746730183.2082238,-2.07,-9.43,-8.73,4.37,-0.85,-1.03
1746730183.216682,0.71,-9.59,-7.1,4.37,-1.36,-0.95
1746730183.2252343,2.1,-9.91,-0.93,4.37,-1.83,-0.54
1746730183.2497401,0.99,-13.58,4.27,4.37,-1.93,-0.28
1746730183.2497401,1.09,-11.55,9.8,4.37,-1.2,-0.33
1746730183.258103,-0.91,-17.57,7.5,3.39,-0.81,0.1
1746730183.2665193,-5.21,-17.37,3.54,0.96,-0.11,0.1
1746730183.2831492,-6.58,-15.7,-4.15,-0.53,0.32,-0.25
1746730183.2911894,-3.14,-9.15,-10.34,-1.94,0.27,-1.01
1746730183.3025122,-0.27,-8.51,-14.41,-1.22,-0.55,-1.06
1746730183.3476572,-1.24,-9.66,-12.22,-0.54,-1.48,-0.63
1746730183.355892,-1.04,-10.1,-10.95,-1.16,-1.39,-0.55
1746730183.355892,-1.79,-9.01,-10.74,-1.84,-1.38,-0.31
1746730183.3966296,-3.2,-6.76,-11.32,-2.0,-1.18,-0.34
1746730183.3966296,-3.47,-6.24,-11.87,-1.73,-1.06,-0.3
1746730183.3966296,-2.95,-6.85,-11.35,-1.36,-0.98,-0.24
1746730183.3966296,-2.78,-8.6,-9.53,-1.3,-0.76,-0.02
1746730183.3966296,-2.23,-10.14,-7.72,-1.78,-0.37,0.26
1746730183.4048383,-2.8,-9.96,-6.64,-2.52,0.09,0.55
1746730183.4048383,-3.44,-8.37,-7.84,-3.12,0.58,0.65
1746730183.412975,-3.3,-7.34,-9.5,-3.13,0.91,0.62
1746730183.4211974,-2.5,-7.77,-9.66,-2.7,1.12,0.62
1746730183.429573,-1.97,-9.88,-7.62,-2.47,1.33,0.8
1746730183.446194,-1.7,-10.84,-5.77,-2.75,1.63,1.0
1746730183.454333,-1.57,-10.71,-5.96,-3.42,1.78,1.09
1746730183.4626296,-1.39,-9.63,-7.47,-3.82,1.7,1.08
1746730183.4709141,-1.3,-9.6,-8.04,-3.63,1.45,1.07
1746730183.479197,-1.03,-10.73,-6.79,-3.48,1.25,1.11
1746730183.48763,-0.96,-11.48,-5.77,-3.57,1.17,1.27
1746730183.4961083,-1.52,-11.64,-5.09,-3.75,1.12,1.4
1746730183.512315,-2.26,-11.0,-5.11,-3.79,1.1,1.43
1746730183.5207129,-2.78,-10.6,-5.25,-3.71,1.04,1.34
1746730183.529275,-3.06,-10.99,-5.13,-3.57,0.96,1.23
1746730183.5707483,-3.3,-11.19,-4.44,-3.37,0.9,1.19
1746730183.5707483,-3.41,-11.54,-3.98,-3.21,0.93,1.18
1746730183.5707483,-3.2,-11.49,-4.19,-3.09,0.97,1.18
1746730183.5791152,-3.28,-11.15,-5.03,-2.84,0.98,1.19
1746730183.5791152,-3.96,-10.58,-4.61,-2.32,0.98,1.12
1746730183.587562,-3.78,-11.06,-3.15,-1.74,1.0,1.02
1746730183.5959926,-0.97,-12.55,-2.6,-1.56,0.98,0.96
1746730183.6125445,1.01,-14.63,-2.1,-1.77,0.94,1.15
1746730183.6208425,-9.41,-2.1,9.8,-0.87,2.32,0.59
1746730183.629416,4.1,-7.25,-4.28,-1.92,1.64,0.29
1746730183.6625543,6.5,-13.54,-3.64,-0.9,0.63,0.31
1746730183.6625543,7.81,-16.73,0.17,-0.68,0.06,1.31
1746730183.6625543,5.67,-15.85,4.65,-1.18,0.6,2.13
1746730183.6707294,4.15,-13.52,3.73,-2.29,1.31,2.62
1746730183.6791563,4.4,-10.71,0.87,-2.77,1.25,2.92
1746730183.6878319,2.72,-8.36,0.54,-2.4,1.11,2.97
1746730183.6957486,1.86,-6.65,1.05,-2.38,1.12,2.84
1746730183.7121372,1.46,-4.61,0.82,-2.53,1.25,2.53
1746730183.7204258,0.87,-2.51,-0.62,-2.59,1.24,2.01
1746730183.728954,1.61,-0.89,-2.65,-2.17,0.9,1.39
1746730183.7620173,2.25,-0.69,-2.69,-1.17,0.36,0.86
1746730183.7620173,2.15,-2.99,0.07,-0.45,-0.08,0.46
1746730183.7702413,-1.73,1.36,3.1,-0.01,0.49,-0.44
1746730183.7702413,-1.14,4.73,3.52,-0.64,0.72,-1.44
1746730183.7786639,-0.83,3.66,-0.43,-0.52,0.76,-2.58
1746730183.7870276,0.38,5.45,-1.83,0.52,-0.17,-3.74
1746730183.7954316,-0.52,8.03,0.07,1.62,-1.0,-4.37
1746730183.8117404,18.06,-16.21,-18.11,1.0,-1.83,-4.37
1746730183.8199065,13.1,-19.61,-15.39,3.19,-3.1,-3.44
1746730183.828379,-1.55,-18.41,-2.11,4.37,-2.17,-1.57
1746730183.8613706,-1.09,-9.99,3.32,4.37,-0.99,-1.01
1746730183.8613706,0.42,-14.57,4.13,4.37,-0.98,-1.15
1746730183.869669,-3.23,-17.63,8.79,3.41,-1.18,-1.05
1746730183.869669,-0.59,-14.83,8.02,0.5,-0.66,-1.25
1746730183.8780725,4.15,-12.74,-0.79,-3.0,0.42,-1.21
1746730183.8863723,4.47,-9.33,-12.4,-1.39,0.46,-0.67
1746730183.9028406,0.03,-5.17,-14.72,1.68,-0.41,-0.42
1746730183.9111035,-1.82,-9.49,-6.65,2.68,-0.97,-0.59
1746730183.919421,0.96,-13.5,-1.37,1.79,-0.85,-0.54
1746730183.9279547,1.97,-14.45,-0.87,-0.14,-0.54,-0.47
1746730183.969461,1.1,-11.21,-6.28,-1.09,0.11,-0.27
1746730183.977608,0.19,-8.57,-10.59,-0.4,0.0,-0.21
1746730183.9778187,0.65,-8.83,-9.84,0.52,-0.26,-0.26
1746730183.9778187,1.28,-10.68,-6.78,0.75,-0.31,-0.15
1746730183.9778187,0.95,-11.37,-5.63,0.19,-0.13,-0.04
1746730183.9860597,0.47,-10.11,-7.29,-0.16,0.02,0.07
1746730184.00237,-0.62,-9.44,-8.91,0.02,-0.02,0.13
1746730184.0107856,-1.38,-8.3,-8.62,0.32,-0.1,0.08
1746730184.0190494,-0.43,-9.45,-7.54,0.45,-0.22,-0.0
1746730184.027438,-0.13,-9.94,-6.72,0.26,-0.17,0.02
1746730184.051911,-0.53,-9.5,-6.95,0.07,-0.12,0.03
1746730184.051911,-0.75,-9.34,-7.71,-0.0,-0.12,0.0
1746730184.060075,-0.67,-9.13,-7.69,0.12,-0.15,-0.03
1746730184.068413,-0.21,-9.59,-7.44,0.2,-0.16,-0.05
1746730184.0769198,-0.18,-9.69,-7.26,0.14,-0.14,-0.01
1746730184.0851846,0.04,-9.59,-7.51,0.1,-0.15,0.01
1746730184.1015267,0.31,-9.62,-7.49,0.09,-0.15,0.03
1746730184.109817,-0.12,-9.49,-7.4,0.1,-0.13,0.07
1746730184.118103,-0.43,-9.35,-7.76,0.08,-0.14,0.07
1746730184.1265783,-0.76,-9.05,-7.68,0.08,-0.16,0.04
1746730184.1597116,-0.74,-9.07,-7.91,0.08,-0.2,0.01
1746730184.1597116,-0.8,-9.1,-7.7,0.12,-0.23,-0.01
1746730184.1680892,-0.83,-8.95,-7.51,0.12,-0.27,-0.05
1746730184.1680892,-0.48,-9.05,-7.6,0.08,-0.31,-0.1
1746730184.1763597,-0.03,-9.16,-8.05,0.04,-0.37,-0.17
1746730184.1930752,-0.4,-9.21,-7.39,-0.01,-0.41,-0.19
1746730184.2010791,0.02,-9.68,-7.58,-0.03,-0.43,-0.2
1746730184.209491,0.09,-9.75,-7.37,0.07,-0.38,-0.14
1746730184.2180593,0.07,-9.89,-7.12,0.11,-0.35,-0.07
1746730184.2265732,-0.06,-9.64,-6.97,0.11,-0.24,-0.0
1746730184.2680416,-0.25,-9.64,-7.08,0.14,-0.14,0.04
1746730184.2680416,-0.45,-9.09,-7.4,0.13,-0.1,0.03
1746730184.2680416,-0.49,-9.31,-7.65,0.16,-0.15,0.01
1746730184.2680416,-0.56,-9.36,-7.65,0.15,-0.16,0.01
1746730184.276256,-0.58,-9.3,-7.55,0.14,-0.18,0.0
1746730184.293071,-0.53,-9.25,-7.63,0.16,-0.19,-0.0
1746730184.301076,-0.14,-9.28,-7.53,0.22,-0.21,-0.04
1746730184.3095021,-0.14,-9.33,-7.47,0.29,-0.2,-0.07
1746730184.3181093,-0.33,-9.41,-7.3,0.28,-0.17,-0.07
1746730184.3260527,-0.43,-9.39,-7.34,0.27,-0.14,-0.08
1746730184.3589742,0.15,-9.28,-7.27,0.28,-0.16,-0.12
1746730184.3589742,0.31,-9.19,-6.95,0.32,-0.15,-0.13
1746730184.3589742,0.42,-9.48,-6.73,0.32,-0.12,-0.11
1746730184.3675885,0.53,-9.63,-6.74,0.24,-0.03,-0.1
1746730184.376081,0.13,-9.42,-6.75,0.2,0.11,-0.07
1746730184.3924944,0.26,-9.25,-7.24,0.2,0.12,-0.05
1746730184.4009619,0.17,-8.91,-6.88,0.27,0.08,-0.07
1746730184.4095492,0.38,-9.23,-6.84,0.28,0.06,-0.06
1746730184.4180825,0.29,-9.06,-6.47,0.23,0.11,-0.03
1746730184.426999,0.45,-9.03,-6.55,0.13,0.11,0.0
1746730184.4889991,0.14,-8.8,-6.12,0.05,0.14,0.04
1746730184.4904459,0.26,-8.87,-6.54,-0.05,0.15,0.05
1746730184.4927335,-0.04,-8.88,-6.41,-0.15,0.18,0.04
1746730184.494898,-0.32,-8.9,-6.75,-0.25,0.17,0.06
1746730184.494898,-0.74,-9.43,-7.39,-0.39,0.22,0.01
1746730184.494898,-0.6,-9.04,-8.23,-0.25,0.13,-0.05
1746730184.5002635,-0.52,-9.2,-8.49,-0.01,-0.03,-0.07
1746730184.5087569,0.07,-9.72,-7.86,0.18,-0.1,-0.11
1746730184.5172565,-0.04,-10.04,-7.12,0.16,-0.08,-0.07
1746730184.525658,0.08,-9.92,-6.94,0.04,0.0,-0.03
1746730184.5586543,0.11,-9.49,-7.49,0.05,0.05,-0.01
1746730184.5669148,0.14,-9.23,-7.33,0.2,0.04,-0.02
1746730184.5669148,0.01,-9.32,-6.88,0.25,0.02,0.02
1746730184.5669148,0.19,-9.43,-6.5,0.16,0.05,0.02
1746730184.5753255,0.17,-9.1,-6.0,0.02,0.06,0.05
1746730184.5918028,0.14,-8.63,-5.77,-0.12,0.08,0.05
1746730184.6000943,-0.09,-8.42,-5.91,-0.28,0.1,0.04
1746730184.6085422,-0.53,-8.39,-6.31,-0.44,0.11,0.03
1746730184.6169758,-1.22,-8.37,-7.44,-0.6,0.08,-0.02
1746730184.6254153,-1.76,-8.61,-8.85,-0.52,0.02,-0.12
1746730184.683143,-0.09,-10.04,-9.65,-0.19,-0.22,-0.19
1746730184.6842444,0.24,-9.46,-7.55,0.04,-0.14,-0.16
1746730184.6864202,0.62,-10.3,-6.53,-0.07,-0.12,-0.07
1746730184.6874788,0.4,-10.15,-6.94,-0.23,-0.04,0.0
1746730184.6895437,0.17,-9.56,-7.62,-0.22,-0.03,0.03
1746730184.69187,-0.2,-9.75,-8.49,-0.13,-0.06,0.05
1746730184.701091,-0.2,-9.39,-8.59,-0.02,-0.17,0.06
1746730184.7058406,-0.03,-9.22,-8.15,0.15,-0.22,0.06
1746730184.7222984,0.11,-9.71,-7.13,0.27,-0.2,0.09
1746730184.7306623,-0.24,-9.85,-6.71,0.08,-0.1,0.12
1746730184.7472353,-0.72,-9.3,-7.44,-0.14,-0.06,0.07
1746730184.7472353,-0.73,-8.98,-8.06,-0.08,-0.08,0.0
1746730184.7555168,-0.71,-9.06,-8.15,0.08,-0.09,-0.06
1746730184.7719746,-0.64,-9.41,-8.27,0.14,-0.15,-0.1
1746730184.7802885,-0.38,-9.32,-7.79,0.16,-0.19,-0.14
1746730184.788733,0.19,-9.4,-7.17,0.19,-0.19,-0.13
1746730184.797249,0.48,-9.48,-6.93,0.13,-0.17,-0.09
1746730184.8057034,0.22,-9.43,-6.8,0.02,-0.15,-0.03
1746730184.8221397,0.09,-9.05,-6.93,-0.0,-0.14,-0.01
1746730184.8307652,0.1,-8.86,-6.82,0.01,-0.12,-0.02
1746730184.8723252,0.26,-9.23,-6.55,-0.01,-0.07,-0.02
1746730184.8723252,0.2,-9.02,-6.75,-0.07,0.02,-0.04
1746730184.8723252,0.43,-9.3,-7.02,-0.07,0.03,0.03
1746730184.8723252,0.03,-9.21,-7.2,-0.06,0.05,0.03
1746730184.8808355,-0.23,-9.3,-7.33,-0.08,0.08,0.01
1746730184.8892574,-0.26,-9.24,-7.42,-0.09,0.1,-0.01
1746730184.8976715,-0.24,-9.28,-7.45,-0.09,0.11,-0.02
1746730184.906099,-0.18,-9.39,-7.39,-0.06,0.12,-0.04
1746730184.9226336,-0.15,-9.38,-7.43,-0.05,0.12,-0.05
1746730184.9310248,-0.22,-9.35,-7.38,-0.06,0.13,-0.05
1746730184.9477274,-0.18,-9.29,-7.47,-0.1,0.13,-0.04
1746730184.956006,-0.24,-9.58,-7.82,-0.11,0.12,-0.04
1746730184.956006,-0.34,-9.35,-7.61,-0.09,0.11,-0.02
1746730184.9725819,-0.24,-9.29,-7.65,-0.02,0.1,-0.05
1746730184.9808707,0.04,-9.39,-7.54,-0.03,0.07,-0.05
1746730184.9892976,0.03,-9.48,-7.34,-0.05,0.05,-0.03
1746730184.9977438,0.06,-9.37,-7.43,-0.07,0.06,0.0
1746730185.006216,0.03,-9.41,-7.69,-0.06,0.05,0.02
1746730185.0226252,-0.11,-9.29,-7.62,-0.04,0.04,0.02
1746730185.0310633,-0.13,-9.29,-7.61,0.02,0.02,0.01
1746730185.0729678,-0.2,-9.32,-7.43,0.05,0.03,0.02
1746730185.0729678,-0.09,-9.34,-7.41,0.04,0.03,0.02
1746730185.0729678,-0.12,-9.41,-7.42,-0.01,0.02,0.02
1746730185.0809996,-0.13,-9.54,-7.68,-0.05,0.02,0.03
1746730185.0809996,-0.3,-9.32,-7.83,-0.02,0.02,0.03
1746730185.0893178,-0.41,-9.35,-7.9,0.03,-0.0,0.01
1746730185.0977485,-0.35,-9.38,-7.72,0.05,-0.02,-0.01
1746730185.106127,-0.22,-9.45,-7.55,0.07,-0.02,-0.03
1746730185.1229632,-0.12,-9.49,-7.53,0.06,-0.02,-0.03
1746730185.1309838,-0.06,-9.49,-7.52,0.03,-0.01,-0.01
1746730185.1805537,-0.17,-9.51,-7.45,0.01,0.0,0.01
1746730185.1805537,-0.23,-9.29,-7.61,0.03,0.0,-0.0
1746730185.1805537,-0.29,-9.29,-7.62,0.05,-0.0,-0.01
1746730185.1805537,-0.2,-9.41,-7.65,0.06,-0.0,-0.02
1746730185.1805537,-0.23,-9.35,-7.58,0.08,-0.01,-0.02
1746730185.1889493,-0.23,-9.38,-7.57,0.07,-0.01,-0.02
1746730185.197379,-0.3,-9.35,-7.49,0.06,-0.0,-0.02
1746730185.2058003,-0.17,-9.33,-7.56,0.09,0.0,-0.04
1746730185.222081,-0.07,-9.4,-7.45,0.1,-0.01,-0.05
1746730185.230395,-0.08,-9.38,-7.3,0.09,-0.0,-0.04
1746730185.2551706,-0.04,-9.44,-7.3,0.06,0.01,-0.03
1746730185.2551706,-0.03,-9.35,-7.44,0.05,0.02,-0.01
1746730185.2551706,-0.17,-9.43,-7.48,0.04,0.04,-0.0
1746730185.27159,-0.12,-9.35,-7.47,0.05,0.05,-0.0
1746730185.2799456,-0.12,-9.39,-7.48,0.07,0.05,-0.01
1746730185.2883763,-0.13,-9.39,-7.48,0.04,0.04,-0.01
1746730185.296874,-0.14,-9.36,-7.49,0.02,0.03,-0.01
1746730185.305408,-0.3,-9.38,-7.55,0.01,0.03,-0.02
1746730185.3217576,-0.32,-9.38,-7.52,0.02,0.02,-0.02
1746730185.3306153,-0.27,-9.32,-7.63,0.03,0.0,-0.04
1746730185.3879712,-0.22,-9.39,-7.44,0.05,-0.01,-0.05
1746730185.3879712,-0.14,-9.44,-7.38,0.04,-0.01,-0.04
1746730185.3879712,-0.21,-9.41,-7.33,0.01,0.01,-0.03
1746730185.3879712,-0.23,-9.27,-7.56,0.01,0.01,-0.03
1746730185.3879712,-0.17,-9.39,-7.44,0.02,0.0,-0.04
1746730185.3879712,-0.21,-9.41,-7.52,0.03,0.01,-0.03
1746730185.3962266,-0.22,-9.38,-7.51,0.03,0.01,-0.03
1746730185.4127707,-0.07,-9.37,-7.36,0.04,0.03,-0.03
1746730185.4209814,-0.14,-9.39,-7.49,0.07,0.04,-0.02
1746730185.4293993,-0.18,-9.34,-7.49,0.07,0.04,-0.02
1746730185.454286,-0.18,-9.37,-7.42,0.05,0.03,-0.02
1746730185.454286,-0.25,-9.38,-7.55,0.03,0.03,-0.02
1746730185.46236,-0.2,-9.29,-7.47,0.04,0.03,-0.02
1746730185.47095,-0.16,-9.35,-7.48,0.06,0.02,-0.02
1746730185.4794817,-0.05,-9.47,-7.56,0.07,0.04,-0.02
1746730185.4878309,-0.07,-9.45,-7.24,0.07,0.08,-0.02
1746730185.4962606,-0.19,-9.32,-7.37,0.07,0.1,-0.01
1746730185.5132847,-0.17,-9.33,-7.51,0.06,0.08,-0.01
1746730185.5292099,-0.23,-9.33,-7.37,0.05,0.08,-0.02
1746730185.5372503,-0.05,-9.35,-7.4,0.04,0.08,-0.03
1746730185.5696628,-0.11,-9.45,-7.24,0.05,0.12,-0.03
1746730185.5696628,-0.19,-9.28,-7.54,0.09,0.17,-0.0
1746730185.5696628,-0.33,-9.17,-7.47,0.09,0.12,-0.02
1746730185.577659,-0.24,-9.28,-7.5,0.08,0.07,-0.03
1746730185.577659,-0.25,-9.4,-7.49,0.07,0.07,-0.03
1746730185.5857098,-0.28,-9.32,-7.49,0.05,0.07,-0.03
1746730185.6016924,-0.26,-9.43,-7.47,0.02,0.06,-0.03
1746730185.6098018,-0.34,-9.37,-7.57,0.02,0.05,-0.04
1746730185.61766,-0.29,-9.29,-7.55,0.02,0.04,-0.04
1746730185.6258018,-0.25,-9.39,-7.44,0.03,0.02,-0.05
1746730185.650222,-0.24,-9.45,-7.48,0.01,0.03,-0.03
1746730185.6584916,-0.23,-9.44,-7.45,-0.02,0.03,-0.02
1746730185.6584916,-0.33,-9.29,-7.55,-0.01,0.02,-0.02
1746730185.6672192,-0.17,-9.18,-7.68,0.06,-0.0,-0.03
1746730185.682875,-0.07,-9.32,-7.42,0.09,-0.02,-0.04
1746730185.690867,-0.25,-9.47,-7.29,0.03,-0.01,-0.03
1746730185.6990168,-0.24,-9.41,-7.44,-0.01,0.01,-0.02
1746730185.7070043,-0.25,-9.26,-7.62,0.02,0.0,-0.03
1746730185.722874,-0.32,-9.39,-7.34,0.04,-0.0,-0.03
1746730185.7308867,-0.2,-9.41,-7.42,0.01,0.01,-0.03
1746730185.7717266,-0.18,-9.32,-7.48,-0.0,0.01,-0.02
1746730185.7717266,-0.22,-9.31,-7.48,0.02,0.01,-0.02
1746730185.7799757,-0.26,-9.43,-7.43,0.02,0.01,-0.02
1746730185.7799757,-0.22,-9.37,-7.38,0.01,0.02,-0.02
1746730185.7799757,-0.3,-9.35,-7.51,0.04,0.03,-0.03
1746730185.7881157,-0.21,-9.31,-7.54,0.06,0.03,-0.03
1746730185.7961116,-0.12,-9.44,-7.49,0.07,0.01,-0.03
1746730185.812106,-0.32,-9.38,-7.3,0.05,0.01,-0.02
1746730185.820502,-0.17,-9.4,-7.48,0.02,0.02,-0.02
1746730185.8328772,-0.26,-9.42,-7.53,0.01,0.02,-0.01
1746730185.876371,-0.28,-9.35,-7.59,0.02,0.0,-0.02
1746730185.876371,-0.22,-9.24,-7.34,0.04,-0.0,-0.03
1746730185.876371,-0.21,-9.41,-7.52,0.06,0.01,-0.02
1746730185.876371,-0.26,-9.29,-7.43,0.05,0.0,-0.03
1746730185.876371,-0.22,-9.35,-7.37,0.05,-0.0,-0.03
1746730185.8933747,-0.22,-9.43,-7.37,0.03,0.01,-0.01
1746730185.9008958,-0.31,-9.3,-7.46,0.01,0.01,-0.01
1746730185.9096618,-0.27,-9.29,-7.5,0.01,0.0,-0.01
1746730185.9178042,-0.22,-9.3,-7.58,0.03,-0.0,-0.02
1746730185.9258308,-0.2,-9.35,-7.52,0.05,-0.01,-0.02
1746730185.9754107,-0.22,-9.4,-7.37,0.03,-0.01,-0.02
1746730185.9754107,-0.21,-9.41,-7.38,0.02,-0.0,-0.02
1746730185.9754107,-0.29,-9.36,-7.42,0.01,-0.0,-0.01
1746730185.9836633,-0.34,-9.3,-7.49,0.02,0.01,-0.02
1746730185.9836633,-0.24,-9.31,-7.53,0.03,0.01,-0.02
1746730185.99176,-0.23,-9.38,-7.4,0.04,0.02,-0.03
1746730186.0000772,-0.27,-9.33,-7.42,0.05,0.03,-0.03
1746730186.008461,-0.23,-9.33,-7.43,0.05,0.03,-0.02
1746730186.016896,-0.26,-9.33,-7.48,0.04,0.02,-0.03
1746730186.0331516,-0.27,-9.35,-7.48,0.05,0.02,-0.02
1746730186.1208339,-0.27,-9.36,-7.4,0.04,0.03,-0.02
1746730186.1208339,-0.25,-9.33,-7.44,0.05,0.04,-0.02
1746730186.1290975,-0.06,-9.24,-7.45,0.07,0.03,-0.02
1746730186.1290975,-0.49,-9.24,-7.3,0.04,0.04,-0.01
1746730186.1290975,-0.11,-9.43,-7.61,0.03,0.01,-0.02
1746730186.1290975,-0.21,-9.3,-7.46,0.04,0.01,-0.02
1746730186.1290975,-0.2,-9.44,-7.3,0.03,0.01,-0.02
1746730186.1371932,-0.22,-9.29,-7.4,0.03,0.01,-0.02
1746730186.137309,-0.28,-9.37,-7.36,0.03,0.01,-0.02
1746730186.137309,-0.33,-9.36,-7.5,0.04,0.01,-0.02
