t,mode,S,prom
0.0,5.0,5.0,-0.046172282099723815
0.01,5.0,5.0,-0.09234456419944763
0.02,5.0,5.0,-0.13851684629917144
0.03,5.0,5.0,-0.18468912839889529
0.04,5.0,5.0,-0.23086141049861908
0.05,5.0,5.0,-0.2770336925983429
0.06,5.0,5.0,-0.3232059746980667
0.07,5.0,5.0,-0.36937825679779046
0.08,5.0,5.0,-0.4155505388975144
0.08999999999999998,5.0,5.0,-0.46172282099723816
0.1,5.0,5.0,-0.46172282099723816
0.11,5.0,5.0,-0.46172282099723816
0.12,5.0,5.0,-0.46172282099723816
0.13,5.0,5.0,-0.46172282099723816
0.14,5.0,5.0,-0.46172282099723816
0.15,5.0,5.0,-0.46172282099723816
0.16,5.0,5.0,-0.46172282099723816
0.17,5.0,5.0,-0.46172282099723816
0.18,5.0,5.0,-0.46172282099723816
0.19,5.0,5.0,-0.46172282099723816
0.2,5.0,5.0,-0.46172282099723816
0.21,5.0,5.0,-0.46172282099723816
0.22,5.0,5.0,-0.46172282099723816
0.23,5.0,5.0,-0.46172282099723816
0.24,5.0,5.0,-0.46172282099723816
0.25,5.0,5.0,-0.46172282099723816
0.26,5.0,5.0,-0.46172282099723816
0.27,5.0,5.0,-0.46172282099723816
0.28,5.0,5.0,-0.46172282099723816
0.29,5.0,5.0,-0.46172282099723816
0.3,5.0,5.0,-0.46172282099723816
0.31,5.0,5.0,-0.46172282099723816
0.32,5.0,5.0,-0.46172282099723816
0.33,5.0,5.0,-0.46172282099723816
0.34,5.0,5.0,-0.46172282099723816
0.35,5.0,5.0,-0.46172282099723816
0.36,5.0,5.0,-0.46172282099723816
0.37,5.0,5.0,-0.46172282099723816
0.38,5.0,5.0,-0.46172282099723816
0.39,5.0,5.0,-0.46172282099723816
0.4,5.0,5.0,-0.46172282099723816
0.41,5.0,5.0,-0.46172282099723816
0.42,5.0,5.0,-0.46172282099723816
0.43,5.0,5.0,-0.46172282099723816
0.44,5.0,5.0,-0.46172282099723816
0.45,5.0,5.0,-0.46172282099723816
0.46,5.0,5.0,-0.46172282099723816
0.47,5.0,5.0,-0.46172282099723816
0.48,5.0,5.0,-0.46172282099723816
0.49,5.0,5.0,-0.46172282099723816
0.5,5.0,5.0,-0.46172282099723816
0.51,5.0,5.0,-0.46172282099723816
0.52,5.0,5.0,-0.46172282099723816
0.53,5.0,5.0,-0.46172282099723816
0.54,5.0,5.0,-0.46172282099723816
0.55,5.0,5.0,-0.46172282099723816
0.56,5.0,5.0,-0.46172282099723816
0.57,5.0,5.0,-0.46172282099723816
0.58,5.0,5.0,-0.46172282099723816
0.59,5.0,5.0,-0.46172282099723816
0.6,5.0,5.0,-0.46172282099723816
0.61,5.0,5.0,-0.46172282099723816
0.62,5.0,5.0,-0.46172282099723816
0.63,5.0,5.0,-0.46172282099723816
0.64,5.0,5.0,-0.46172282099723816
0.65,5.0,5.0,-0.46172282099723816
0.66,5.0,5.0,-0.46172282099723816
0.67,5.0,5.0,-0.46172282099723816
0.68,5.0,5.0,-0.46172282099723816
0.69,5.0,5.0,-0.46172282099723816
0.7,5.0,5.0,-0.46172282099723816
0.71,5.0,5.0,-0.46172282099723816
0.72,5.0,5.0,-0.46172282099723816
0.73,5.0,5.0,-0.46172282099723816
0.74,5.0,5.0,-0.46172282099723816
0.75,5.0,5.0,-0.46172282099723816
0.76,5.0,5.0,-0.46172282099723816
0.77,5.0,5.0,-0.46172282099723816
0.78,5.0,5.0,-0.46172282099723816
0.79,5.0,5.0,-0.46172282099723816
0.801,5.0,5.0,-0.46172282099723816
0.811,5.0,5.0,-0.46172282099723816
0.8209999999999998,5.0,5.0,-0.46172282099723816
0.8309999999999998,5.0,5.0,-0.46172282099723816
0.8409999999999999,5.0,5.0,-0.46172282099723816
0.851,5.0,5.0,-0.46172282099723816
0.861,5.0,5.0,-0.46172282099723816
0.871,5.0,5.0,-0.46172282099723816
0.881,5.0,5.0,-0.46172282099723816
0.891,5.0,5.0,-0.46172282099723816
0.901,5.0,5.0,-0.46172282099723816
0.911,5.0,5.0,-0.46172282099723816
0.921,5.0,5.0,-0.46172282099723816
0.931,5.0,5.0,-0.46172282099723816
0.941,5.0,5.0,-0.46172282099723816
0.951,5.0,5.0,-0.46172282099723816
0.961,5.0,5.0,-0.46172282099723816
0.971,5.0,5.0,-0.46172282099723816
0.981,5.0,5.0,-0.46172282099723816
0.9910000000000002,5.0,5.0,-0.46172282099723816
1.001,5.0,5.0,-0.46172282099723816
1.011,5.0,5.0,-0.46172282099723816
1.021,5.0,5.0,-0.46172282099723816
1.031,5.0,5.0,-0.46172282099723816
1.041,5.0,5.0,-0.46172282099723816
1.051,5.0,5.0,-0.46172282099723816
1.061,5.0,5.0,-0.46172282099723816
1.071,5.0,5.0,-0.46172282099723816
1.081,5.0,5.0,-0.46172282099723816
1.091,5.0,5.0,-0.46172282099723816
1.101,5.0,5.0,-0.46172282099723816
1.111,5.0,5.0,-0.46172282099723816
1.121,5.0,5.0,-0.46172282099723816
1.131,5.0,5.0,-0.46172282099723816
1.141,5.0,5.0,-0.46172282099723816
1.151,5.0,5.0,-0.46172282099723816
1.161,5.0,5.0,-0.46172282099723816
1.171,5.0,5.0,-0.46172282099723816
1.181,5.0,5.0,-0.46172282099723816
1.191,5.0,5.0,-0.46172282099723816
1.201,5.0,5.0,-0.46172282099723816
1.211,5.0,5.0,-0.46172282099723816
1.221,5.0,5.0,-0.46172282099723816
1.231,5.0,5.0,-0.46172282099723816
1.241,5.0,5.0,-0.46172282099723816
1.251,5.0,5.0,-0.46172282099723816
1.261,5.0,5.0,-0.46172282099723816
1.271,5.0,5.0,-0.46172282099723816
1.281,5.0,5.0,-0.46172282099723816
1.291,5.0,5.0,-0.46172282099723816
1.301,5.0,5.0,-0.46172282099723816
1.311,5.0,5.0,-0.46172282099723816
1.321,5.0,5.0,-0.46172282099723816
1.331,5.0,5.0,-0.46172282099723816
1.341,5.0,5.0,-0.46172282099723816
1.351,5.0,5.0,-0.46172282099723816
1.361,5.0,5.0,-0.46172282099723816
1.371,5.0,5.0,-0.46172282099723816
1.381,5.0,5.0,-0.46172282099723816
1.391,5.0,5.0,-0.46172282099723816
1.401,5.0,5.0,-0.46172282099723816
1.411,5.0,5.0,-0.46172282099723816
1.421,5.0,5.0,-0.46172282099723816
1.431,5.0,5.0,-0.46172282099723816
1.441,5.0,5.0,-0.46172282099723816
1.451,5.0,5.0,-0.46172282099723816
1.461,5.0,5.0,-0.46172282099723816
1.471,5.0,5.0,-0.46172282099723816
1.481,5.0,5.0,-0.46172282099723816
1.491,5.0,5.0,-0.46172282099723816
1.501,5.0,5.0,-0.46172282099723816
1.511,5.0,5.0,-0.46172282099723816
1.521,5.0,5.0,-0.46172282099723816
1.531,5.0,5.0,-0.46172282099723816
1.541,5.0,5.0,-0.46172282099723816
1.551,5.0,5.0,-0.46172282099723816
1.561,5.0,5.0,-0.46172282099723816
1.571,5.0,5.0,-0.46172282099723816
1.581,5.0,5.0,-0.46172282099723816
1.591,5.0,5.0,-0.46172282099723816
1.601,5.0,5.0,-0.46172282099723816
1.611,5.0,5.0,-0.46172282099723816
1.621,5.0,5.0,-0.46172282099723816
1.631,5.0,5.0,-0.46172282099723816
1.641,5.0,5.0,-0.46172282099723816
1.651,5.0,5.0,-0.46172282099723816
1.661,5.0,5.0,-0.46172282099723816
1.671,5.0,5.0,-0.46172282099723816
1.681,5.0,5.0,-0.46172282099723816
1.691,5.0,5.0,-0.46172282099723816
1.701,5.0,5.0,-0.46172282099723816
1.711,5.0,5.0,-0.46172282099723816
1.721,5.0,5.0,-0.46172282099723816
1.731,5.0,5.0,-0.46172282099723816
1.741,5.0,5.0,-0.46172282099723816
1.751,5.0,5.0,-0.46172282099723816
1.761,5.0,5.0,-0.46172282099723816
1.771,5.0,5.0,-0.46172282099723816
1.781,5.0,5.0,-0.46172282099723816
1.791,5.0,5.0,-0.46172282099723816
1.801,5.0,5.0,-0.46172282099723816
1.811,5.0,5.0,-0.46172282099723816
1.821,5.0,5.0,-0.46172282099723816
1.831,5.0,5.0,-0.46172282099723816
1.841,5.0,5.0,-0.46172282099723816
