1.0000000000000000e-03	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
1.0000000000000000e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
2.0000000000000000e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
2.9999999999999999e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
4.0000000000000001e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
5.0000000000000003e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
5.9999999999999998e-02	5.0000000000000000e+00	5.0000000000000000e+00	0.0000000000000000e+00	
7.0000000000000007e-02	5.0000000000000000e+00	5.0000000000000000e+00	-1.9525967072695494e-04	
8.0000000000000002e-02	5.0000000000000000e+00	5.0000000000000000e+00	-8.3385233301669359e-04	
8.9999999999999997e-02	5.0000000000000000e+00	5.0000000000000000e+00	-1.7515850486233830e-03	
1.0000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.6630067499354483e-03	
1.1000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.5744284512475135e-03	
1.2000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.4326421106234189e-03	
1.3000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.1939725643023850e-03	
1.4000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.6321076815947892e-03	
1.4999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.6938689260277895e-03	
1.6000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.7556301704607907e-03	
1.7000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.6636158027686175e-03	
1.7999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.5436378926970063e-03	
1.9000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.4723606095649305e-03	
2.0000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.4194437921978537e-03	
2.0999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.3665269748307768e-03	
2.2000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.1701414049603045e-03	
2.3000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.9594273907132445e-03	
2.3999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.1617997349239888e-03	
2.5000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.8969807170797138e-03	
2.6000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.6321616992354396e-03	
2.7000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-7.4631726369261738e-03	
2.8000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-7.8870772849768400e-03	
2.8999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-7.7368831727653740e-03	
2.9999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-7.2554838377982380e-03	
3.1000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.7740845028311011e-03	
3.2000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.4763743663206700e-03	
3.3000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.5962589578703046e-03	
3.4000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.8788306554779409e-03	
3.4999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.9888289785012599e-03	
3.5999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.8804833805188540e-03	
3.7000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.6348237683996562e-03	
3.8000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-6.1017134925350543e-03	
3.9000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.5844718241132799e-03	
4.0000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.2082561946008351e-03	
4.0999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.7426678938791156e-03	
4.1999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.2900671891402450e-03	
4.2999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.6791894584894181e-03	
4.4000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.1232105800881984e-03	
4.5000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.7786259772256015e-03	
4.6000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.6764269685372712e-03	
4.6999999999999997e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.5742279598489405e-03	
4.7999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.6659327792003750e-03	
4.8999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.9326329822652042e-03	
5.0000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4619641897734254e-03	
5.1000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.1138043394312266e-03	
5.2000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.7656444890890274e-03	
5.3000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.2069086348637940e-03	
